bufferSize Network.nodeTx.traTx (#0 - General-0-20240516-22:45:04-5603),
173.001619523602,0
174.904860046109,0
174.904860046109,1
174.904860046109,1
175.004860046109,0
175.213274886207,0
175.213274886207,1
175.213274886207,1
175.313274886207,0
175.924522823424,0
175.924522823424,1
175.924522823424,1
176.024522823424,0
176.665281773871,0
176.665281773871,1
176.665281773871,1
176.765281773871,0
179.150864130848,0
179.150864130848,1
179.150864130848,1
179.249514439266,0
179.249514439266,1
179.250864130848,1
179.350864130848,0
181.789818947225,0
181.789818947225,1
181.789818947225,1
181.889818947225,0
182.647714588299,0
182.647714588299,1
182.647714588299,1
182.734485070639,0
182.734485070639,1
182.747714588299,1
182.847714588299,0
185.383740999315,0
185.383740999315,1
185.383740999315,1
185.483740999315,0
185.709081414844,0
185.709081414844,1
185.709081414844,1
185.809081414844,0
186.092641628943,0
186.092641628943,1
186.092641628943,1
186.102042379607,0
186.102042379607,1
186.192641628943,1
186.292641628943,0
187.202888289698,0
187.202888289698,1
187.202888289698,1
187.302888289698,0
189.0502159407,0
189.0502159407,1
189.0502159407,1
189.1502159407,0
189.191546654261,0
189.191546654261,1
189.191546654261,1
189.291546654261,0
190.23332730844,0
190.23332730844,1
190.23332730844,1
190.33332730844,0
191.493261118549,0
191.493261118549,1
191.493261118549,1
191.593261118549,0
193.334543590036,0
193.334543590036,1
193.334543590036,1
193.434543590036,0
193.676197757062,0
193.676197757062,1
193.676197757062,1
193.776197757062,0
193.983715480824,0
193.983715480824,1
193.983715480824,1
194.083715480824,0
194.186065919391,0
194.186065919391,1
194.186065919391,1
194.286065919391,0
194.693266042648,0
194.693266042648,1
194.693266042648,1
194.793266042648,0
195.576395084607,0
195.576395084607,1
195.576395084607,1
195.676395084607,0
196.381192484408,0
196.381192484408,1
196.381192484408,1
196.401504943204,0
196.401504943204,1
196.481192484408,1
196.581192484408,0
196.581757195189,0
196.581757195189,1
196.581757195189,1
196.681757195189,0
198.347498267602,0
198.347498267602,1
198.347498267602,1
198.447498267602,0
198.809229163646,0
198.809229163646,1
198.809229163646,1
198.813935704138,0
198.813935704138,1
198.909229163646,1
198.972277210369,0
198.972277210369,1
199.009229163646,1
199.109229163646,0
