Size-Vector Network.nodeRx.queue (#0 - General-0-20240511-21:15:19-90288),
0.797105878424,1
0.797105878424,0
1.471026169787,1
1.471026169787,0
2.412974238323,1
2.412974238323,0
3.807677397379,1
3.807677397379,0
4.500094745982,1
4.500094745982,0
5.963753747895,1
5.963753747895,0
6.554154602881,1
6.554154602881,0
7.963377643533,1
7.963377643533,0
8.376664008536,1
8.376664008536,0
9.109418828331,1
9.109418828331,0
9.888038303829,1
9.888038303829,0
10.25188442662,1
10.25188442662,0
10.683523824282,1
10.683523824282,0
10.948393178635,1
10.948393178635,0
12.616036495162,1
12.616036495162,0
12.716036495162,1
12.816036495162,0
15.146009206928,1
15.146009206928,0
15.384776312559,1
15.384776312559,0
15.74747789127,1
15.74747789127,0
16.234562652458,1
16.234562652458,0
17.411234740675,1
17.411234740675,0
18.665393140919,1
18.665393140919,0
19.229898725904,1
19.229898725904,0
19.72031065132,1
19.72031065132,0
20.349885290995,1
20.349885290995,0
20.724039297757,1
20.724039297757,0
22.672729862144,1
22.672729862144,0
24.02900681035,1
24.02900681035,0
24.12900681035,1
24.22900681035,0
24.392954324131,1
24.42900681035,0
24.492954324131,1
24.62900681035,0
25.244784474955,1
25.244784474955,0
25.344784474955,1
25.444784474955,0
25.604539769195,1
25.644784474955,0
26.945155516774,1
26.945155516774,0
29.307782963281,1
29.307782963281,0
30.437121157259,1
30.437121157259,0
30.550544297508,1
30.637121157259,0
32.080779990964,1
32.080779990964,0
33.611449152898,1
33.611449152898,0
36.495365554754,1
36.495365554754,0
36.976647434263,1
36.976647434263,0
38.180577102059,1
38.180577102059,0
39.391078658228,1
39.391078658228,0
39.855275752948,1
39.855275752948,0
40.40649906884,1
40.40649906884,0
41.543901049333,1
41.543901049333,0
42.395855255616,1
42.395855255616,0
42.495855255616,1
42.595855255616,0
43.446681839363,1
43.446681839363,0
44.212755745125,1
44.212755745125,0
44.866996641407,1
44.866996641407,0
44.983043901782,1
45.066996641407,0
45.561169895632,1
45.561169895632,0
47.731985254122,1
47.731985254122,0
48.798008764192,1
48.798008764192,0
49.351379233009,1
49.351379233009,0
49.451379233009,1
49.551379233009,0
49.837013143654,1
49.837013143654,0
50.318284170177,1
50.318284170177,0
50.548744434291,1
50.548744434291,0
50.703396895814,1
50.748744434291,0
51.819588015128,1
51.819588015128,0
52.821055653596,1
52.821055653596,0
53.277867470983,1
53.277867470983,0
53.460903839035,1
53.477867470983,0
54.091154868244,1
54.091154868244,0
54.200113388713,1
54.291154868244,0
54.300113388713,1
54.491154868244,0
54.508167923622,1
54.691154868244,0
55.229203627921,1
55.229203627921,0
55.350805995005,1
55.429203627921,0
56.061053502886,1
56.061053502886,0
56.249634951942,1
56.261053502886,0
56.969295934968,1
56.969295934968,0
57.335713721949,1
57.335713721949,0
59.494149987907,1
59.494149987907,0
61.240835018568,1
61.240835018568,0
62.099689234593,1
62.099689234593,0
62.547998792207,1
62.547998792207,0
62.882137663495,1
62.882137663495,0
63.594258601118,1
63.594258601118,0
64.025157906174,1
64.025157906174,0
65.769921202445,1
65.769921202445,0
66.667002052038,1
66.667002052038,0
66.767002052038,1
66.867002052038,0
66.867002052038,1
67.067002052038,0
69.41716970256,1
69.41716970256,0
70.241354053223,1
70.241354053223,0
71.035479651839,1
71.035479651839,0
71.868427736104,1
71.868427736104,0
72.008997285617,1
72.068427736104,0
72.186152315179,1
72.268427736104,0
72.518705336644,1
72.518705336644,0
72.622226852965,1
72.718705336644,0
73.664008870308,1
73.664008870308,0
73.94823034352,1
73.94823034352,0
74.650276513349,1
74.650276513349,0
