Delay Network.nodeRx.sink (#0 - General-0-20240515-17:16:00-123733),
1.196074504566,0.4002
2.09463489305,0.4002
3.350565651097,0.4002
5.210169863172,0.4002
6.133392994643,0.4002
8.084938330527,0.4002
8.872139470509,0.4002
10.751103524712,0.4002
11.302152011382,0.4002
12.279158437775,0.4002
13.317317738439,0.4002
13.802445902161,0.4002
14.377965099044,0.4002
14.731124238182,0.4002
16.954648660218,0.4002
17.154648660218,0.541815330906999956
20.327945609239,0.4002
20.646301750081,0.4002
21.129903855029,0.4002
21.77935020328,0.4002
23.348246320903,0.4002
25.020457521228,0.4002
25.773131634541,0.4002
26.427014201762,0.4002
27.266447054662,0.4002
27.765319063678,0.4002
30.363573149527,0.4002
32.171942413802,0.4002
32.371942413802,0.526514644534999961
32.65720576551,0.4002
32.85720576551,0.509038973875999943
33.792979299942,0.4002
33.992979299942,0.579774411600999959
34.272653025596,0.4002
36.060140689035,0.4002
39.210310617711,0.4002
40.716094876348,0.4002
40.916094876348,0.448969146334999955
42.907639987955,0.4002
44.948532203867,0.4002
48.793754073009,0.4002
49.435463245687,0.4002
51.040702802749,0.4002
52.654704877642,0.4002
53.273634337269,0.4002
54.008598758459,0.4002
55.525134732449,0.4002
56.661073674159,0.4002
56.861073674159,0.474325590561999963
58.062175785821,0.4002
59.08360766017,0.4002
59.955928855212,0.4002
60.155928855212,0.445470319499999931
60.881493194179,0.4002
63.775913672166,0.4002
65.19727835226,0.4002
65.935105644016,0.4002
66.135105644016,0.48825383936699995
66.582617524877,0.4002
67.224312226908,0.4002
67.531592579061,0.4002
67.737795861091,0.4002
69.226050686843,0.4002
70.561340871467,0.4002
71.17042329465,0.4002
71.414471785387,0.4002
72.254806490999,0.4002
72.454806490999,0.454921972707999942
72.654806490999,0.635953403507000023
72.854806490999,0.444182592829999942
73.772204837235,0.4002
73.972204837235,0.438063510553999944
74.881338003856,0.4002
75.132779935931,0.4002
76.092327913299,0.4002
76.580884962607,0.4002
79.458799983885,0.4002
81.787713358099,0.4002
82.932852312799,0.4002
83.530598389617,0.4002
83.976116884668,0.4002
84.925611468165,0.4002
85.500143874906,0.4002
87.8264949366,0.4002
89.022602736057,0.4002
89.222602736057,0.49563877422500002
89.422602736057,0.633523483759000024
92.689492936753,0.4002
93.788405404304,0.4002
94.847239535792,0.4002
95.957836981479,0.4002
96.157836981479,0.412773933982000017
96.38146975358,0.4002
96.824873782201,0.4002
97.024873782201,0.462171311571999973
98.35194516042,0.4002
98.730907124703,0.4002
99.666968684474,0.4002
100.119070744699,0.4002
100.512183302003,0.4002
101.356611095531,0.4002
101.556611095531,0.561016843586999989
101.973118562751,0.4002
102.978989567918,0.4002
107.433486414094,0.4002
110.626433056148,0.4002
110.826433056148,0.492564891843999984
111.791894577656,0.4002
112.026196096432,0.4002
113.034215341852,0.4002
113.234215341852,0.424286454573999936
118.570229237521,0.4002
119.628971952615,0.4002
120.500887806241,0.4002
120.792968339508,0.4002
121.328033016591,0.4002
121.955974597582,0.4002
122.599755599185,0.4002
122.880032607664,0.4002
123.856896681735,0.4002
124.056896681735,0.427072543853999951
124.442525367803,0.4002
124.642525367803,0.483244590207999922
125.682649079128,0.4002
126.750721276278,0.4002
127.132277119652,0.4002
127.332277119652,0.451487730747999969
128.787624722177,0.4002
129.006505318684,0.4002
131.993695210536,0.4002
132.453709168276,0.4002
133.539978549154,0.4002
135.260310206871,0.4002
135.460310206871,0.586535421568999956
135.660310206871,0.684390540044000014
136.351221600983,0.4002
138.171040520267,0.4002
139.290854886021,0.4002
139.490854886021,0.499165224690999995
142.965478033674,0.4002
146.714509493258,0.4002
148.81983079405,0.4002
149.452167390446,0.4002
150.164750983779,0.4002
153.926678268283,0.4002
154.126678268283,0.542873073575999896
154.912483691608,0.4002
155.512430578249,0.4002
156.856675850401,0.4002
157.056675850401,0.580009871853999878
157.256675850401,0.740033572795999901
157.499720666472,0.4002
157.832130907436,0.4002
161.723701030281,0.4002
161.923701030281,0.472143234688999989
162.297177257512,0.4002
162.648353346893,0.4002
163.303999631257,0.4002
163.503999631257,0.473811363574999975
164.597261794231,0.4002
164.979962743093,0.4002
167.104199940095,0.4002
167.639084315852,0.4002
170.142996098937,0.4002
170.342996098937,0.533902598517999925
170.542996098937,0.489507150436000014
171.632878475566,0.4002
172.465721991632,0.4002
173.301819523602,0.4002
175.305060046109,0.4002
175.613474886207,0.4002
176.324722823424,0.4002
177.065481773871,0.4002
179.551064130848,0.4002
179.751064130848,0.50154969158199991
182.190018947225,0.4002
183.047914588299,0.4002
183.247914588299,0.513429517659999887
185.783940999315,0.4002
186.109281414844,0.4002
186.492841628943,0.4002
186.692841628943,0.590799249335999918
187.603088289698,0.4002
189.4504159407,0.4002
189.6504159407,0.458869286438999932
190.63352730844,0.4002
191.893461118549,0.4002
193.734743590036,0.4002
194.076397757062,0.4002
194.383915480824,0.4002
194.586265919391,0.4002
195.093466042648,0.4002
195.976595084607,0.4002
196.781392484408,0.4002
196.981392484408,0.579887541203999875
197.181392484408,0.599635289218999998
198.747698267602,0.4002
199.209429163646,0.4002
199.409429163646,0.59549345950799992
199.609429163646,0.637151953277000024
