Delay Network.nodeRx.sink (#0 - General-0-20240516-22:36:07-4797),
0.798137252283,0.4002
1.247417446525,0.4002
1.875382825549,0.4002
2.805184931586,0.4002
3.266796497321,0.4002
4.242569165263,0.4002
4.636169735254,0.4002
5.575651762355,0.4002
5.85117600569,0.4002
6.339679218887,0.4002
6.858758869219,0.4002
7.10132295108,0.4002
7.389082549521,0.4002
7.589082549521,0.423620430430999948
8.677424330108,0.4002
8.877424330108,0.571007665452999854
10.364072804619,0.4002
10.564072804619,0.441021929578999992
10.765051927514,0.4002
11.089775101639,0.4002
11.874223160451,0.4002
12.710328760613,0.4002
13.086665817269,0.4002
13.41360710088,0.4002
13.83332352733,0.4002
14.082759531838,0.4002
15.381886574762,0.4002
16.286071206899,0.4002
16.486071206899,0.563357322266999858
16.686071206899,0.557568324145999881
16.886071206899,0.711987811083999885
17.096589649969,0.4002
17.296589649969,0.589987205799999967
17.496589649969,0.560363137171999923
18.230170344516,0.4002
19.805255308854,0.4002
20.558147438173,0.4002
20.758147438173,0.524584573167999887
21.653919993976,0.4002
22.674366101932,0.4002
24.596977036503,0.4002
24.917831622842,0.4002
25.720451401373,0.4002
26.527452438819,0.4002
26.836917168632,0.4002
27.204399379227,0.4002
27.962667366222,0.4002
28.530636837077,0.4002
28.730636837077,0.537262795280999847
29.231187892908,0.4002
29.741903830083,0.4002
30.178064427604,0.4002
30.378064427604,0.522835159749999832
30.640846597088,0.4002
32.088056836082,0.4002
32.798739176129,0.4002
33.167652822007,0.4002
33.367652822007,0.54422691968399994
33.567652822007,0.47644405957000002
33.812256113453,0.4002
34.012256113453,0.446559823923999952
34.212256113453,0.54345818290899994
34.81312534342,0.4002
35.480770435732,0.4002
35.785311647324,0.4002
35.985311647324,0.478175754632000014
36.327503245498,0.4002
36.527503245498,0.527560986353999836
36.727503245498,0.718076701752999865
36.927503245498,0.722191296414999901
37.127503245498,0.441500826881999984
37.327503245498,0.560432582158999934
37.640769001926,0.4002
37.840769001926,0.47447903396299995
38.246263956647,0.4002
38.490542481301,0.4002
39.92949999194,0.4002
41.093956679047,0.4002
41.666526156397,0.4002
41.965399194806,0.4002
42.188158442332,0.4002
42.66290573408,0.4002
42.950171937451,0.4002
44.113347468298,0.4002
44.711401368027,0.4002
44.911401368027,0.547919387111999831
45.111401368027,0.716861741878999976
46.544846468375,0.4002
47.09430270215,0.4002
47.623719767894,0.4002
48.179018490738,0.4002
48.379018490738,0.506486966990999929
48.579018490738,0.588383613950000048
48.779018490738,0.566681599639999864
48.979018490738,0.697667255425999941
49.376072580208,0.4002
49.576072580208,0.410719017859
50.033584342235,0.4002
50.259635372347,0.4002
50.459635372347,0.403643721347999971
50.878405547763,0.4002
51.078405547763,0.58060842179299987
51.278405547763,0.49194626638999994
51.689594783956,0.4002
53.916843207044,0.4002
55.513316528071,0.4002
55.713316528071,0.546382445921999912
56.096047288825,0.4002
56.296047288825,0.48304924061199994
56.717207670923,0.4002
56.917207670923,0.512243227286999889
59.485214618758,0.4002
60.014585976305,0.4002
60.450543903118,0.4002
60.650543903118,0.454159733366000015
60.864116508294,0.4002
61.17808729879,0.4002
61.499977799591,0.4002
61.699977799591,0.460061495760999969
62.128548340865,0.4002
62.328548340865,0.513636271927000008
62.528548340865,0.507385656966000018
62.728548340865,0.648907952069999846
63.041424539562,0.4002
63.575460638137,0.4002
63.775460638137,0.409422078312999924
63.975460638137,0.535065943686999998
64.593912361086,0.4002
64.793912361086,0.490759701745999919
66.196947605266,0.4002
66.426954584136,0.4002
66.970089274575,0.4002
67.830255103433,0.4002
68.030255103433,0.593367710784999943
68.230255103433,0.742295270022999885
68.430255103433,0.454744302945000009
69.28562026013,0.4002
69.845527443007,0.4002
70.045527443007,0.549682612345999908
71.682839016833,0.4002
73.557354746625,0.4002
74.610015397021,0.4002
74.926183695219,0.4002
75.282475491886,0.4002
77.163439134138,0.4002
77.363439134138,0.571536536787999869
77.656341845801,0.4002
77.956315289122,0.4002
78.628437925198,0.4002
78.828437925198,0.59010493592699986
79.028437925198,0.77011678639799985
79.228437925198,0.678677591964999878
79.428437925198,0.712472471482999965
81.061950515138,0.4002
81.261950515138,0.536171617343999871
81.461950515138,0.513461886383999919
81.661950515138,0.537873841693000008
81.861950515138,0.410050699510999925
82.061950515138,0.546856381297999847
82.498730897114,0.4002
82.698730897114,0.408849525569000003
83.752199970046,0.4002
84.019642157924,0.4002
85.271598049467,0.4002
85.471598049467,0.567051299258999994
85.671598049467,0.644853575218000016
86.016539237782,0.4002
86.432960995815,0.4002
86.8510097618,0.4002
87.852630023054,0.4002
88.052630023054,0.445992579950999943
88.362461411712,0.4002
88.732840886936,0.4002
89.975632065424,0.4002
90.175632065424,0.550874845790999987
91.295109473612,0.4002
91.724057294149,0.4002
91.924057294149,0.556814758829999864
93.092070499657,0.4002
93.292070499657,0.437529792234999991
93.492070499657,0.445749685185999997
93.692070499657,0.64104930985399999
94.001644144848,0.4002
94.925307970349,0.4002
95.125307970349,0.529534643219999877
95.516863654219,0.4002
96.146830559273,0.4002
97.067471795017,0.4002
97.267471795017,0.429372916486999931
97.467471795017,0.475614054605999923
97.667471795017,0.574438835322000016
97.867471795017,0.520838773693999887
98.188397542303,0.4002
98.590796242204,0.4002
98.790796242204,0.590043770601999859
98.990796242204,0.699917644609999941
99.573949133801,0.4002
99.804814581823,0.4002
100.004814581823,0.597846729753999992
100.204814581823,0.718675976638999843
100.45265567617,0.4002
100.874197192244,0.4002
101.074197192244,0.442839169572999956
101.639812349389,0.4002
102.304191286264,0.4002
102.504191286264,0.430026630881999992
104.111936244239,0.4002
104.395888320979,0.4002
104.595888320979,0.457189513745999917
105.24441101188,0.4002
105.673607495794,0.4002
105.925779399088,0.4002
106.374074834481,0.4002
107.505941622411,0.4002
107.930552028193,0.4002
108.439881393202,0.4002
108.639881393202,0.473990003554000003
109.676844838885,0.4002
111.202985667327,0.4002
111.772789649093,0.4002
112.069101662819,0.4002
112.367291359984,0.4002
113.304021299913,0.4002
115.225524591535,0.4002
115.826643875158,0.4002
116.026643875158,0.53843667631900005
116.226643875158,0.56192660968199992
116.793326544758,0.4002
117.633787647031,0.4002
117.899148895339,0.4002
118.151658269216,0.4002
118.714299277638,0.4002
119.779048975672,0.4002
119.979048975672,0.456494761964999937
120.35802212687,0.4002
120.55802212687,0.412330578796999967
121.613306773065,0.4002
123.295491999591,0.4002
123.885183466413,0.4002
124.329114171631,0.4002
124.975068806031,0.4002
125.513986248099,0.4002
125.861885978549,0.4002
126.242819864197,0.4002
127.805554043026,0.4002
128.005554043026,0.469171379162000022
128.452981169187,0.4002
128.704136568317,0.4002
128.979834563384,0.4002
129.462061346131,0.4002
129.928262786334,0.4002
130.250315140495,0.4002
130.450315140495,0.590510109325999896
130.650315140495,0.472946251511000002
130.850315140495,0.493482643576000022
131.386554255551,0.4002
131.926214354879,0.4002
132.126214354879,0.430367633708999995
132.326214354879,0.459067821360000014
132.526214354879,0.417249978064999969
132.9903519047,0.4002
133.681841507968,0.4002
133.961822043005,0.4002
135.01554584548,0.4002
135.21554584548,0.527413010776
135.41554584548,0.673139461528999834
135.61554584548,0.69602739540599989
135.81554584548,0.847566018118000026
136.01554584548,0.625621781822999875
136.21554584548,0.607107774935999875
136.455502609697,0.4002
136.856778602576,0.4002
137.283818470398,0.4002
137.483818470398,0.58309829082099984
137.830424872268,0.4002
139.566692611909,0.4002
140.094617416239,0.4002
140.294617416239,0.406634953924999929
140.570487712874,0.4002
140.770487712874,0.475159252510999994
141.829845456709,0.4002
142.029845456709,0.524053187372999883
142.229845456709,0.494966745393999982
142.429845456709,0.643806437967999963
142.629845456709,0.557575662254000013
144.54137467471,0.4002
145.653832003323,0.4002
145.853832003323,0.449417043387999924
146.625063748898,0.4002
147.010102178671,0.4002
147.61861192634,0.4002
147.915648675502,0.4002
148.115648675502,0.547393678186000041
148.315648675502,0.694952760385999953
149.280536980158,0.4002
149.49770980813,0.4002
150.124013570586,0.4002
150.440744879447,0.4002
153.823440139416,0.4002
154.743306531955,0.4002
154.943306531955,0.519264956643999961
155.999330220186,0.4002
157.012284628738,0.4002
157.212284628738,0.581058543558000015
157.412284628738,0.692395755985000023
157.612284628738,0.537436792372999903
157.953031048326,0.4002
158.153031048326,0.5089306990589999
158.353031048326,0.642838844251999883
158.865303931879,0.4002
159.807268375172,0.4002
160.808261622935,0.4002
161.631621173598,0.4002
161.896622612666,0.4002
162.317563093532,0.4002
162.517563093532,0.524804494902999961
162.717563093532,0.463369479859000008
162.917563093532,0.64647608708299997
163.117563093532,0.810638394926999958
164.732048118007,0.4002
165.329767401148,0.4002
165.563403684353,0.4002
165.865553220277,0.4002
166.137981784349,0.4002
166.778148886255,0.4002
166.978148886255,0.574243723908999912
167.810491530449,0.4002
168.037947452845,0.4002
169.892927748797,0.4002
170.092927748797,0.59181611700399994
170.869600250539,0.4002
171.069600250539,0.46903534541699998
171.269600250539,0.663143729458000039
171.730553562075,0.4002
171.953679972335,0.4002
173.395985848386,0.4002
174.050635030397,0.4002
174.743780706408,0.4002
174.943780706408,0.506052512389999929
175.143780706408,0.498746241059999981
175.413300015341,0.4002
175.749530273758,0.4002
175.949530273758,0.57226497355599992
176.149530273758,0.56527551221999994
176.349530273758,0.653705908169999846
176.549530273758,0.754791154439999887
176.749530273758,0.945443419229999856
176.949530273758,1.05168394362899997
177.149530273758,0.462477582576000021
177.398551363171,0.4002
177.598551363171,0.473447147427999979
178.563319745964,0.4002
178.775148296642,0.4002
180.217420440845,0.4002
181.533529872119,0.4002
182.002099230981,0.4002
182.611497632653,0.4002
183.065479646315,0.4002
183.265479646315,0.584021597677000012
183.847073661772,0.4002
184.047073661772,0.510221329223999873
184.283652217317,0.4002
184.769393296364,0.4002
184.969393296364,0.574358547101999847
185.225696567602,0.4002
185.826182020873,0.4002
186.026182020873,0.464365964828999942
188.401582500041,0.4002
189.762256627997,0.4002
189.962256627997,0.444716097514999962
190.393655384253,0.4002
190.961953631882,0.4002
191.345493459168,0.4002
192.344079442913,0.4002
192.789768731368,0.4002
193.484607263256,0.4002
194.139499948937,0.4002
195.808467115864,0.4002
196.008467115864,0.41325675204799994
196.399400390516,0.4002
196.653332951859,0.4002
196.853332951859,0.480823563575999977
197.053332951859,0.563061276867000024
197.253332951859,0.637261970310999845
197.453332951859,0.73424594606899984
197.653332951859,0.810816311670000008
198.687254436138,0.4002
199.108743823845,0.4002
199.781417540462,0.4002
