Size-Vector Network.queue0 (#0 - General-0-20240516-22:42:02-5370),
110.067040714446,2
110.205741469559,3
110.267040714446,2
110.467040714446,1
110.667040714446,0
110.739132291428,1
110.839132291428,2
110.867040714446,1
111.067040714446,0
111.422515155296,1
111.422515155296,0
111.543424752168,1
111.622515155296,0
111.80288727104,1
111.822515155296,0
112.024762753161,1
112.024762753161,0
112.124762753161,1
112.224762753161,0
112.567441844417,1
112.567441844417,0
112.750783762709,1
112.767441844417,0
112.998659835933,1
112.998659835933,0
113.098659835933,1
113.198659835933,0
113.513878984127,1
113.513878984127,0
113.613878984127,1
113.713878984127,0
113.713878984127,1
113.825756178561,2
113.913878984127,1
114.113878984127,0
114.225686039021,1
114.313878984127,0
114.76712695924,1
114.76712695924,0
114.86712695924,1
114.96712695924,0
115.103228314092,1
115.16712695924,0
115.86652448149,1
115.86652448149,0
116.018785634667,1
116.06652448149,0
116.309563955523,1
116.309563955523,0
116.47468972546,1
116.509563955523,0
116.57468972546,1
116.709563955523,0
116.92403508333,1
116.92403508333,0
117.660155152686,1
117.660155152686,0
117.760155152686,1
117.860155152686,0
118.053442183271,1
118.060155152686,0
118.584128846756,1
118.584128846756,0
118.684128846756,1
118.784128846756,0
118.784128846756,1
118.884128846756,2
118.984128846756,1
119.184128846756,0
119.600728814471,1
119.600728814471,0
119.783285730781,1
119.800728814471,0
119.942832882179,1
120.000728814471,0
120.042832882179,1
120.200728814471,0
120.260170012964,1
120.360170012964,2
120.400728814471,1
120.460170012964,2
120.560170012964,3
120.600728814471,2
120.800728814471,1
120.825972612571,2
120.943141731565,3
121.000728814471,2
121.200728814471,1
121.20294314071,2
121.358650468151,3
121.400728814471,2
121.458650468151,3
121.558650468151,4
121.600728814471,3
121.658650468151,4
121.772970296247,5
121.800728814471,4
122.000728814471,3
122.184989339537,4
122.200728814471,3
122.400728814471,2
122.600728814471,1
122.683499139856,2
122.800728814471,1
123.000728814471,0
123.027169128306,1
123.127169128306,2
123.200728814471,1
123.339292400674,2
123.400728814471,1
123.521423361358,2
123.600728814471,1
123.621423361358,2
123.721423361358,3
123.800728814471,2
123.821423361358,3
124.000728814471,2
124.001402177012,3
124.200728814471,2
124.306152013307,3
124.400728814471,2
124.43222199662,3
124.58773122639,4
124.600728814471,3
124.796075786551,4
124.800728814471,3
125.000728814471,2
125.200728814471,1
125.254891637286,2
125.354891637286,3
125.400728814471,2
125.454891637286,3
125.554891637286,4
125.600728814471,3
125.654891637286,4
125.754891637286,5
125.800728814471,4
125.854891637286,5
125.954891637286,6
126.000728814471,5
126.077695166655,6
126.200728814471,5
126.400728814471,4
126.600728814471,3
126.782854153759,4
126.800728814471,3
126.882854153759,4
127.000728814471,3
127.152974420756,4
127.200728814471,3
127.400728814471,2
127.496560174361,3
127.600728814471,2
127.800728814471,1
127.841800948278,2
127.941800948278,3
128.000728814471,2
128.200728814471,1
128.400728814471,0
128.451215858034,1
128.551215858034,2
128.600728814471,1
128.651215858034,2
128.800728814471,1
128.880121643548,2
129.000728814471,1
129.080969584215,2
129.200728814471,1
129.400728814471,0
129.409876148789,1
129.600728814471,0
129.629429918469,1
129.729429918469,2
129.800728814471,1
130.000728814471,0
130.458225954586,1
130.458225954586,0
130.558225954586,1
130.658225954586,0
130.658225954586,1
130.758225954586,2
130.858225954586,1
130.858225954586,2
131.039420095595,3
131.058225954586,2
131.139420095595,3
131.239420095595,4
131.258225954586,3
131.339420095595,4
131.439420095595,5
131.458225954586,4
131.658225954586,3
131.858225954586,2
131.95218651336,3
132.05218651336,4
132.058225954586,3
132.231609708008,4
132.258225954586,3
132.458225954586,2
132.658225954586,1
132.679107109128,2
132.858225954586,1
133.058225954586,0
133.063564287747,1
133.258225954586,0
134.102557061638,1
134.102557061638,0
134.202557061638,1
134.302557061638,0
134.489207150272,1
134.502557061638,0
134.709927286511,1
134.709927286511,0
134.809927286511,1
134.909927286511,0
134.909927286511,1
135.009927286511,2
135.109927286511,1
135.12232439537,2
135.309927286511,1
135.339465828236,2
135.509927286511,1
135.709927286511,0
136.287971774008,1
136.287971774008,0
136.675224693797,1
136.675224693797,0
137.198113836953,1
137.198113836953,0
137.43126680077,1
137.43126680077,0
137.534449267452,1
137.63126680077,0
137.634449267452,1
137.83126680077,0
138.410783467301,1
138.410783467301,0
138.562603289456,1
138.610783467301,0
138.662603289456,1
138.810783467301,0
139.156219761261,1
139.156219761261,0
139.901769930129,1
139.901769930129,0
140.071220430643,1
140.101769930129,0
140.780380478987,1
140.780380478987,0
141.09468972788,1
141.09468972788,0
141.496054418647,1
141.496054418647,0
141.662515040306,1
141.696054418647,0
141.911380951148,1
141.911380951148,0
142.219601066906,1
142.219601066906,0
142.738041432681,1
142.738041432681,0
142.910400067143,1
142.938041432681,0
143.010400067143,1
143.138041432681,0
143.462446303836,1
143.462446303836,0
143.93497172836,1
143.93497172836,0
144.03497172836,1
144.13497172836,0
144.229498764157,1
144.33497172836,0
144.60055938482,1
144.60055938482,0
144.70055938482,1
144.80055938482,0
145.518805028718,1
145.518805028718,0
145.625438981727,1
145.718805028718,0
146.121126207878,1
146.121126207878,0
146.221126207878,1
146.321126207878,0
146.540226963956,1
146.540226963956,0
147.542214377675,1
147.542214377675,0
148.592679234237,1
148.592679234237,0
148.755378569827,1
148.792679234237,0
149.105547494067,1
149.105547494067,0
149.277533363682,1
149.305547494067,0
149.377533363682,1
149.505547494067,0
149.533594216001,1
149.633594216001,2
149.705547494067,1
149.733594216001,2
149.859158327036,3
149.905547494067,2
149.959158327036,3
150.059158327036,4
150.105547494067,3
150.305547494067,2
150.467374848798,3
150.505547494067,2
150.567374848798,3
150.667374848798,4
150.705547494067,3
150.767374848798,4
150.905547494067,3
150.91559730482,4
151.01559730482,5
151.105547494067,4
151.11559730482,5
151.305547494067,4
151.505547494067,3
151.705547494067,2
151.905547494067,1
151.998153525617,2
152.098153525617,3
152.105547494067,2
152.198153525617,3
152.305547494067,2
152.505547494067,1
152.649637907095,2
152.705547494067,1
152.860171982804,2
152.905547494067,1
153.105547494067,0
153.76240723405,1
153.76240723405,0
153.867655558562,1
153.96240723405,0
154.677646300287,1
154.677646300287,0
155.066469890376,1
155.066469890376,0
155.65906678553,1
155.65906678553,0
155.791557180348,1
155.85906678553,0
156.163414618933,1
156.163414618933,0
156.274701953785,1
156.363414618933,0
156.375997674371,1
156.503495382833,2
156.563414618933,1
156.603495382833,2
156.703495382833,3
156.763414618933,2
156.803495382833,3
156.963414618933,2
157.118363686517,3
157.163414618933,2
157.218363686517,3
157.363414618933,2
157.563414618933,1
157.763414618933,0
157.836074253131,1
157.936074253131,2
157.963414618933,1
158.036074253131,2
158.136074253131,3
158.163414618933,2
158.363414618933,1
158.563414618933,0
158.74742302165,1
158.763414618933,0
159.070709986349,1
159.070709986349,0
159.170709986349,1
159.270709986349,0
159.270709986349,1
159.370709986349,2
159.470709986349,1
159.635751907264,2
159.670709986349,1
159.735751907264,2
159.835751907264,3
159.870709986349,2
160.070709986349,1
160.270709986349,0
160.302392123031,1
160.402392123031,2
160.470709986349,1
160.502392123031,2
160.602392123031,3
160.670709986349,2
160.702392123031,3
160.870709986349,2
160.980271053047,3
161.070709986349,2
161.270709986349,1
161.396012498216,2
161.470709986349,1
161.496012498216,2
161.607867139243,3
161.670709986349,2
161.744281567935,3
161.870709986349,2
162.070709986349,1
162.092998840751,2
162.270709986349,1
162.296753423475,2
162.470709986349,1
162.670709986349,0
162.739158379277,1
162.870709986349,0
163.231672770675,1
163.231672770675,0
163.350792416324,1
163.431672770675,0
163.675403825225,1
163.675403825225,0
163.775403825225,1
163.875403825225,0
163.875403825225,1
163.975403825225,2
164.075403825225,1
164.075403825225,2
164.175403825225,3
164.275403825225,2
164.275403825225,3
164.375403825225,4
164.475403825225,3
164.475403825225,4
164.575403825225,5
164.675403825225,4
164.675403825225,5
164.775403825225,6
164.875403825225,5
164.927597226815,6
165.075403825225,5
165.113493024759,6
165.275403825225,5
165.400928371696,6
165.475403825225,5
165.546784314455,6
165.675403825225,5
165.844158377289,6
165.875403825225,5
166.075403825225,4
166.275403825225,3
166.3228689417,4
166.4228689417,5
166.475403825225,4
166.54826239723,5
166.667741894108,6
166.675403825225,5
166.875403825225,4
167.075403825225,3
167.106170555364,4
167.206170555364,5
167.275403825225,4
167.33413645625,5
167.475403825225,4
167.675403825225,3
167.722572831758,4
167.822572831758,5
167.875403825225,4
167.922572831758,5
168.02952084464,6
168.075403825225,5
168.275403825225,4
168.328024187289,5
168.428024187289,6
168.475403825225,5
168.675403825225,4
168.762933238185,5
168.875403825225,4
169.075403825225,3
169.232712846738,4
169.275403825225,3
169.475403825225,2
169.608316045166,3
169.675403825225,2
169.875403825225,1
169.894238700313,2
169.994238700313,3
170.075403825225,2
170.094238700313,3
170.194238700313,4
170.275403825225,3
170.294238700313,4
170.394238700313,5
170.475403825225,4
170.494238700313,5
170.594238700313,6
170.675403825225,5
170.875403825225,4
171.013607805868,5
171.075403825225,4
171.129455312753,5
171.229455312753,6
171.275403825225,5
171.329455312753,6
171.475403825225,5
171.597751008627,6
171.675403825225,5
171.751730829573,6
171.875403825225,5
172.075403825225,4
172.275403825225,3
172.399842981769,4
172.475403825225,3
172.499842981769,4
172.675403825225,3
172.725225865228,4
172.875403825225,3
173.075403825225,2
173.127330327499,3
173.275403825225,2
173.296068070912,3
173.396068070912,4
173.475403825225,3
173.496068070912,4
173.657457151304,5
173.675403825225,4
173.875403825225,3
174.075403825225,2
174.193232076411,3
174.275403825225,2
174.293232076411,3
174.452402868513,4
174.475403825225,3
174.667819741462,4
174.675403825225,3
174.801670829235,4
174.875403825225,3
175.075403825225,2
175.275403825225,1
175.475403825225,0
175.602873036638,1
175.675403825225,0
175.702873036638,1
175.875403825225,0
175.910008321639,1
176.07123544443,2
176.075403825225,1
176.17123544443,2
176.275403825225,1
176.462948256603,2
176.475403825225,1
176.603654557057,2
176.675403825225,1
176.806879147353,2
176.875403825225,1
176.985225218053,2
177.075403825225,1
177.085225218053,2
177.220837343614,3
177.275403825225,2
177.320837343614,3
177.475403825225,2
177.54560758477,3
177.675403825225,2
177.807679861009,3
177.875403825225,2
177.907679861009,3
178.075403825225,2
178.082683173507,3
178.182683173507,4
178.275403825225,3
178.282683173507,4
178.382683173507,5
178.475403825225,4
178.482683173507,5
178.675403825225,4
178.875403825225,3
179.075403825225,2
179.163319334281,3
179.263319334281,4
179.275403825225,3
179.363319334281,4
179.463319334281,5
179.475403825225,4
179.675403825225,3
179.875403825225,2
179.879121996869,3
180.075403825225,2
180.095356524226,3
180.275403825225,2
180.291565779124,3
180.391565779124,4
180.475403825225,3
180.491565779124,4
180.675403825225,3
180.875403825225,2
181.071889966077,3
181.075403825225,2
181.275403825225,1
181.475403825225,0
181.606245388681,1
181.675403825225,0
181.706245388681,1
181.806245388681,2
181.875403825225,1
182.075403825225,0
182.184133689508,1
182.275403825225,0
182.506124183277,1
182.506124183277,0
183.030283251658,1
183.030283251658,0
183.157583873375,1
183.230283251658,0
183.257583873375,1
183.430283251658,0
183.768081164232,1
183.768081164232,0
183.906995892522,1
183.968081164232,0
184.199811816259,1
184.199811816259,0
184.360055202575,1
184.399811816259,0
184.660733648532,1
184.660733648532,0
184.877726144036,1
184.877726144036,0
184.977726144036,1
185.077726144036,0
185.291906674197,1
185.291906674197,0
185.645352506582,1
185.645352506582,0
185.745352506582,1
185.845352506582,0
185.904905322465,1
186.045352506582,0
186.233535846986,1
186.245352506582,0
186.333535846986,1
186.445352506582,0
186.666291780381,1
186.666291780381,0
186.766291780381,1
186.866291780381,0
186.866291780381,1
187.066291780381,0
187.110383182234,1
187.210383182234,2
187.266291780381,1
187.466291780381,0
188.00209266133,1
188.00209266133,0
188.10209266133,1
188.20209266133,0
188.221552297898,1
188.396558706927,2
188.40209266133,1
188.60209266133,0
188.620059057597,1
188.80209266133,0
189.388327863293,1
189.388327863293,0
189.875822091255,1
189.875822091255,0
190.079826732246,1
190.079826732246,0
190.232591122567,1
190.279826732246,0
190.332591122567,1
190.479826732246,0
191.016714738917,1
191.016714738917,0
191.259717461682,1
191.259717461682,0
191.474076237335,1
191.474076237335,0
191.971061101046,1
191.971061101046,0
192.400828428993,1
192.400828428993,0
192.500828428993,1
192.600828428993,0
193.042508033183,1
193.042508033183,0
194.263382780769,1
194.263382780769,0
194.685941519459,1
194.685941519459,0
194.785941519459,1
