Size-Vector Network.nodeRx.queue (#0 - General-0-20240515-14:10:05-118781),
0.897105878424,1
0.897105878424,0
1.571026169787,1
1.571026169787,0
2.512974238323,1
2.512974238323,0
3.907677397379,1
3.907677397379,0
4.600094745982,1
4.600094745982,0
6.063753747895,1
6.063753747895,0
6.654154602881,1
6.654154602881,0
8.063377643533,1
8.063377643533,0
8.476664008536,1
8.476664008536,0
9.209418828331,1
9.209418828331,0
9.988038303829,1
9.988038303829,0
10.35188442662,1
10.35188442662,0
10.783523824282,1
10.783523824282,0
11.048393178635,1
11.048393178635,0
12.716036495162,1
12.716036495162,0
12.916036495162,1
12.916036495162,0
15.246009206928,1
15.246009206928,0
15.484776312559,1
15.484776312559,0
15.84747789127,1
15.84747789127,0
16.334562652458,1
16.334562652458,0
17.511234740675,1
17.511234740675,0
18.765393140919,1
18.765393140919,0
19.329898725904,1
19.329898725904,0
19.82031065132,1
19.82031065132,0
20.449885290995,1
20.449885290995,0
20.824039297757,1
20.824039297757,0
22.772729862144,1
22.772729862144,0
24.12900681035,1
24.12900681035,0
24.32900681035,1
24.32900681035,0
24.52900681035,1
24.52900681035,0
24.72900681035,1
24.72900681035,0
25.344784474955,1
25.344784474955,0
25.544784474955,1
25.544784474955,0
25.744784474955,1
25.744784474955,0
27.045155516774,1
27.045155516774,0
29.407782963281,1
29.407782963281,0
30.537121157259,1
30.537121157259,0
30.737121157259,1
30.737121157259,0
32.180779990964,1
32.180779990964,0
33.711449152898,1
33.711449152898,0
36.595365554754,1
36.595365554754,0
37.076647434263,1
37.076647434263,0
38.280577102059,1
38.280577102059,0
39.491078658228,1
39.491078658228,0
39.955275752948,1
39.955275752948,0
40.50649906884,1
40.50649906884,0
41.643901049333,1
41.643901049333,0
42.495855255616,1
42.495855255616,0
42.695855255616,1
42.695855255616,0
43.546681839363,1
43.546681839363,0
44.312755745125,1
44.312755745125,0
44.966996641407,1
44.966996641407,0
45.166996641407,1
45.166996641407,0
45.661169895632,1
45.661169895632,0
47.831985254122,1
47.831985254122,0
48.898008764192,1
48.898008764192,0
49.451379233009,1
49.451379233009,0
49.651379233009,1
49.651379233009,0
49.937013143654,1
49.937013143654,0
50.418284170177,1
50.418284170177,0
50.648744434291,1
50.648744434291,0
50.848744434291,1
50.848744434291,0
51.919588015128,1
51.919588015128,0
52.921055653596,1
52.921055653596,0
53.377867470983,1
53.377867470983,0
53.577867470983,1
53.577867470983,0
54.191154868244,1
54.191154868244,0
54.391154868244,1
54.391154868244,0
54.591154868244,1
54.591154868244,0
54.791154868244,1
54.791154868244,0
55.329203627921,1
55.329203627921,0
55.529203627921,1
55.529203627921,0
56.161053502886,1
56.161053502886,0
56.361053502886,1
56.361053502886,0
57.069295934968,1
57.069295934968,0
57.435713721949,1
57.435713721949,0
59.594149987907,1
59.594149987907,0
61.340835018568,1
61.340835018568,0
62.199689234593,1
62.199689234593,0
62.647998792207,1
