Delay Network.nodeRx.sink (#0 - General-0-20240511-20:09:03-87262),
0.5002,0.4002
0.7002,0.500199999999999975
0.9002,0.600199999999999841
1.1002,0.70019999999999993
1.3002,0.800200000000000019
1.5002,0.900199999999999886
1.7002,1.000199999999999975
1.9002,1.100200000000000062
2.1002,1.200199999999999707
2.3002,1.300199999999999796
2.5002,1.400199999999999882
2.7002,1.500199999999999975
2.9002,1.60020000000000006
3.1002,1.700199999999999707
3.3002,1.800199999999999791
3.5002,1.900199999999999877
3.7002,2.000199999999999526
3.9002,2.100200000000000058
4.1002,2.200199999999999702
4.3002,2.300199999999999347
4.5002,2.400199999999999877
4.7002,2.500199999999999522
4.9002,2.600200000000000057
5.1002,2.7001999999999997
5.3002,2.800199999999999345
5.5002,2.900199999999999877
5.7002,3.00019999999999952
5.9002,3.100200000000000052
6.1002,3.2001999999999997
6.3002,3.300199999999999342
6.5002,3.400199999999999877
6.7002,3.50019999999999952
6.9002,3.60020000000000005
7.1002,3.700199999999999695
7.3002,3.800199999999999337
7.5002,3.900199999999999877
7.7002,4.000199999999999515
7.9002,4.100199999999999162
8.1002,4.200199999999998805
8.3002,4.300200000000000225
8.5002,4.400199999999999875
8.7002,4.500199999999999515
8.9002,4.600199999999999157
9.1002,4.700199999999998805
9.3002,4.80020000000000022
9.5002,4.900199999999999875
9.7002,5.000199999999999515
9.9002,5.100199999999999155
10.1002,5.200199999999998805
10.3002,5.30020000000000022
10.5002,5.400199999999999875
10.7002,5.500199999999999515
10.9002,5.600199999999999155
11.1002,5.700199999999998805
11.3002,5.800200000000000215
11.5002,5.900199999999999875
11.7002,6.00019999999999951
11.9002,6.100199999999999155
12.1002,6.200199999999998805
12.3002,6.300200000000000215
12.5002,6.400199999999999875
12.7002,6.50019999999999951
12.9002,6.600199999999999155
13.1002,6.700199999999998805
13.3002,6.800200000000000215
13.5002,6.900199999999999875
13.7002,7.0001999999999995
13.9002,7.10019999999999915
14.1002,7.200199999999998805
14.3002,7.300200000000000215
14.5002,7.400199999999999875
14.7002,7.500199999999999485
14.9002,7.60019999999999914
15.1002,7.7001999999999988
15.3002,7.800200000000000215
15.5002,7.900199999999999875
15.7002,8.000199999999999485
15.9002,8.100199999999997375
16.1002,8.2001999999999988
16.3002,8.300200000000000215
16.5002,8.40019999999999808
16.7002,8.500199999999999485
16.9002,8.600199999999997375
17.1002,8.700199999999998785
17.3002,8.8002000000000002
17.5002,8.90019999999999808
17.7002,9.000199999999999485
17.9002,9.10019999999999736
18.1002,9.200199999999998785
18.3002,9.3002000000000002
18.5002,9.40019999999999808
18.7002,9.50019999999999948
18.9002,9.60019999999999736
19.1002,9.70019999999999878
19.3002,9.8002000000000002
19.5002,9.90019999999999808
19.7002,10.00019999999999948
19.9002,10.10019999999999736
20.1002,10.20019999999999878
20.3002,10.3002000000000002
20.5002,10.40019999999999808
20.7002,10.50019999999999948
20.9002,10.60019999999999736
21.1002,10.70019999999999878
21.3002,10.8002000000000002
21.5002,10.90019999999999808
21.7002,11.00019999999999948
21.9002,11.10019999999999734
22.1002,11.20019999999999878
22.3002,11.3002000000000002
22.5002,11.40019999999999806
22.7002,11.50019999999999948
22.9002,11.60019999999999733
23.1002,11.70019999999999878
23.3002,11.8002000000000002
23.5002,11.90019999999999806
23.7002,12.00019999999999948
23.9002,12.10019999999999733
24.1002,12.20019999999999878
24.3002,12.3002000000000002
24.5002,12.40019999999999806
24.7002,12.50019999999999948
24.9002,12.60019999999999733
25.1002,12.70019999999999878
25.3002,12.8002000000000002
25.5002,12.90019999999999806
25.7002,13.00019999999999948
25.9002,13.10019999999999733
26.1002,13.20019999999999878
26.3002,13.3002000000000002
26.5002,13.40019999999999806
26.7002,13.50019999999999947
26.9002,13.60019999999999733
27.1002,13.70019999999999876
27.3002,13.80020000000000018
27.5002,13.90019999999999806
27.7002,14.00019999999999946
27.9002,14.10019999999999732
28.1002,14.20019999999999876
28.3002,14.30020000000000018
28.5002,14.40019999999999806
28.7002,14.50019999999999946
28.9002,14.60019999999999732
29.1002,14.70019999999999876
29.3002,14.80020000000000018
29.5002,14.90019999999999806
29.7002,15.00019999999999946
29.9002,15.10019999999999732
30.1002,15.20019999999999876
30.3002,15.30020000000000018
30.5002,15.40019999999999806
30.7002,15.50019999999999946
30.9002,15.60019999999999732
31.1002,15.70019999999999876
31.3002,15.80020000000000018
31.5002,15.90019999999999806
31.7002,16.00019999999999946
31.9002,16.1002000000000009
32.1002,16.20019999999999522
32.3002,16.30019999999999663
