Size-Vector Network.nodeRx.queue (#0 - General-0-20240511-20:09:03-87262),
15.1002,73
15.1002,74
15.2002,75
15.3002,74
15.3002,75
15.4002,76
15.5002,75
15.5002,76
15.6002,77
15.7002,76
15.7002,77
15.8002,78
15.9002,77
15.9002,78
16.0002,79
16.1002,78
16.1002,79
16.2002,80
16.3002,79
16.3002,80
16.4002,81
16.5002,80
16.5002,81
16.6002,82
16.7002,81
16.7002,82
16.8002,83
16.9002,82
16.9002,83
17.0002,84
17.1002,83
17.1002,84
17.2002,85
17.3002,84
17.3002,85
17.4002,86
17.5002,85
17.5002,86
17.6002,87
17.7002,86
17.7002,87
17.8002,88
17.9002,87
17.9002,88
18.0002,89
18.1002,88
18.1002,89
18.2002,90
18.3002,89
18.3002,90
18.4002,91
18.5002,90
18.5002,91
18.6002,92
18.7002,91
18.7002,92
18.8002,93
18.9002,92
18.9002,93
19.0002,94
19.1002,93
19.1002,94
19.2002,95
19.3002,94
19.3002,95
19.4002,96
19.5002,95
19.5002,96
19.6002,97
19.7002,96
19.7002,97
19.8002,98
19.9002,97
19.9002,98
20.0002,99
20.1002,98
20.1002,99
20.2002,100
20.3002,99
20.3002,100
20.4002,101
20.5002,100
20.5002,101
20.6002,102
20.7002,101
20.7002,102
20.8002,103
20.9002,102
20.9002,103
21.0002,104
21.1002,103
21.1002,104
21.2002,105
21.3002,104
21.3002,105
21.4002,106
21.5002,105
21.5002,106
21.6002,107
21.7002,106
21.7002,107
21.8002,108
21.9002,107
21.9002,108
22.0002,109
22.1002,108
22.1002,109
22.2002,110
22.3002,109
22.3002,110
22.4002,111
22.5002,110
22.5002,111
22.6002,112
22.7002,111
22.7002,112
22.8002,113
22.9002,112
22.9002,113
23.0002,114
23.1002,113
23.1002,114
23.2002,115
23.3002,114
23.3002,115
23.4002,116
23.5002,115
23.5002,116
23.6002,117
23.7002,116
23.7002,117
23.8002,118
23.9002,117
23.9002,118
24.0002,119
24.1002,118
24.1002,119
24.2002,120
24.3002,119
24.3002,120
24.4002,121
24.5002,120
24.5002,121
24.6002,122
24.7002,121
24.7002,122
24.8002,123
24.9002,122
24.9002,123
25.0002,124
25.1002,123
25.1002,124
25.2002,125
25.3002,124
25.3002,125
25.4002,126
25.5002,125
25.5002,126
25.6002,127
25.7002,126
25.7002,127
25.8002,128
25.9002,127
25.9002,128
26.0002,129
26.1002,128
26.1002,129
26.2002,130
26.3002,129
26.3002,130
26.4002,131
26.5002,130
26.5002,131
26.6002,132
26.7002,131
26.7002,132
26.8002,133
26.9002,132
26.9002,133
27.0002,134
27.1002,133
27.1002,134
27.2002,135
27.3002,134
27.3002,135
27.4002,136
27.5002,135
27.5002,136
27.6002,137
27.7002,136
27.7002,137
27.8002,138
27.9002,137
27.9002,138
28.0002,139
28.1002,138
28.1002,139
28.2002,140
28.3002,139
28.3002,140
28.4002,141
28.5002,140
28.5002,141
28.6002,142
28.7002,141
28.7002,142
28.8002,143
28.9002,142
28.9002,143
29.0002,144
29.1002,143
29.1002,144
29.2002,145
29.3002,144
29.3002,145
29.4002,146
29.5002,145
29.5002,146
29.6002,147
29.7002,146
29.7002,147
29.8002,148
29.9002,147
29.9002,148
30.0002,149
30.1002,148
30.1002,149
30.2002,150
30.3002,149
30.3002,150
30.4002,151
30.5002,150
30.5002,151
30.6002,152
30.7002,151
30.7002,152
30.8002,153
30.9002,152
30.9002,153
31.0002,154
31.1002,153
31.1002,154
31.2002,155
31.3002,154
31.3002,155
31.4002,156
31.5002,155
31.5002,156
31.6002,157
31.7002,156
31.7002,157
31.8002,158
31.9002,157
31.9002,158
32.0002,159
32.1002,158
32.1002,159
32.2002,160
32.3002,159
32.3002,160
32.4002,161
32.5002,160
32.5002,161
32.6002,162
32.7002,161
32.7002,162
32.8002,163
32.9002,162
32.9002,163
33.0002,164
33.1002,163
33.1002,164
33.2002,165
33.3002,164
33.3002,165
33.4002,166
33.5002,165
33.5002,166
33.6002,167
33.7002,166
33.7002,167
33.8002,168
33.9002,167
33.9002,168
34.0002,169
34.1002,168
34.1002,169
34.2002,170
34.3002,169
34.3002,170
34.4002,171
34.5002,170
34.5002,171
34.6002,172
34.7002,171
34.7002,172
34.8002,173
34.9002,172
34.9002,173
35.0002,174
35.1002,173
35.1002,174
35.2002,175
35.3002,174
35.3002,175
35.4002,176
35.5002,175
35.5002,176
35.6002,177
35.7002,176
35.7002,177
35.8002,178
35.9002,177
35.9002,178
36.0002,179
36.1002,178
36.1002,179
36.2002,180
36.3002,179
36.3002,180
36.4002,181
36.5002,180
36.5002,181
36.6002,182
36.7002,181
36.7002,182
36.8002,183
36.9002,182
36.9002,183
37.0002,184
37.1002,183
37.1002,184
37.2002,185
37.3002,184
37.3002,185
37.4002,186
37.5002,185
37.5002,186
37.6002,187
37.7002,186
37.7002,187
37.8002,188
37.9002,187
37.9002,188
38.0002,189
38.1002,188
38.1002,189
38.2002,190
38.3002,189
38.3002,190
38.4002,191
38.5002,190
38.5002,191
38.6002,192
38.7002,191
38.7002,192
38.8002,193
38.9002,192
38.9002,193
39.0002,194
39.1002,193
39.1002,194
39.2002,195
39.3002,194
39.3002,195
39.4002,196
39.5002,195
39.5002,196
39.6002,197
39.7002,196
39.7002,197
39.8002,198
39.9002,197
39.9002,198
40.0002,199
40.1002,198
40.1002,199
40.2002,200
40.3002,199
40.3002,200
40.5002,199
40.5002,200
40.7002,199
40.7002,200
40.9002,199
40.9002,200
41.1002,199
41.1002,200
41.3002,199
41.3002,200
41.5002,199
41.5002,200
41.7002,199
41.7002,200
41.9002,199
41.9002,200
42.1002,199
42.1002,200
42.3002,199
42.3002,200
42.5002,199
42.5002,200
42.7002,199
42.7002,200
42.9002,199
42.9002,200
43.1002,199
43.1002,200
43.3002,199
43.3002,200
43.5002,199
43.5002,200
43.7002,199
43.7002,200
43.9002,199
43.9002,200
44.1002,199
44.1002,200
44.3002,199
44.3002,200
44.5002,199
44.5002,200
44.7002,199
44.7002,200
44.9002,199
44.9002,200
45.1002,199
45.1002,200
45.3002,199
45.3002,200
45.5002,199
45.5002,200
45.7002,199
45.7002,200
45.9002,199
45.9002,200
46.1002,199
46.1002,200
46.3002,199
46.3002,200
46.5002,199
46.5002,200
46.7002,199
46.7002,200
46.9002,199
46.9002,200
47.1002,199
47.1002,200
47.3002,199
47.3002,200
47.5002,199
47.5002,200
47.7002,199
47.7002,200
47.9002,199
47.9002,200
48.1002,199
48.1002,200
48.3002,199
48.3002,200
48.5002,199
48.5002,200
48.7002,199
48.7002,200
48.9002,199
48.9002,200
49.1002,199
49.1002,200
49.3002,199
49.3002,200
49.5002,199
49.5002,200
49.7002,199
49.7002,200
49.9002,199
49.9002,200
50.1002,199
50.1002,200
50.3002,199
50.3002,200
50.5002,199
50.5002,200
50.7002,199
50.7002,200
50.9002,199
50.9002,200
51.1002,199
51.1002,200
51.3002,199
51.3002,200
51.5002,199
51.5002,200
51.7002,199
51.7002,200
51.9002,199
51.9002,200
52.1002,199
52.1002,200
52.3002,199
52.3002,200
52.5002,199
52.5002,200
52.7002,199
52.7002,200
52.9002,199
52.9002,200
53.1002,199
53.1002,200
53.3002,199
53.3002,200
53.5002,199
53.5002,200
53.7002,199
53.7002,200
53.9002,199
53.9002,200
54.1002,199
54.1002,200
54.3002,199
54.3002,200
54.5002,199
54.5002,200
54.7002,199
54.7002,200
54.9002,199
54.9002,200
55.1002,199
55.1002,200
55.3002,199
55.3002,200
55.5002,199
55.5002,200
55.7002,199
55.7002,200
55.9002,199
55.9002,200
56.1002,199
56.1002,200
56.3002,199
56.3002,200
56.5002,199
56.5002,200
56.7002,199
56.7002,200
56.9002,199
56.9002,200
57.1002,199
57.1002,200
57.3002,199
57.3002,200
57.5002,199
57.5002,200
57.7002,199
57.7002,200
57.9002,199
57.9002,200
58.1002,199
58.1002,200
58.3002,199
58.3002,200
58.5002,199
58.5002,200
58.7002,199
58.7002,200
58.9002,199
58.9002,200
59.1002,199
59.1002,200
59.3002,199
59.3002,200
59.5002,199
59.5002,200
59.7002,199
59.7002,200
59.9002,199
59.9002,200
60.1002,199
60.1002,200
60.3002,199
60.3002,200
60.5002,199
60.5002,200
60.7002,199
60.7002,200
60.9002,199
60.9002,200
61.1002,199
61.1002,200
61.3002,199
61.3002,200
61.5002,199
61.5002,200
61.7002,199
61.7002,200
61.9002,199
61.9002,200
62.1002,199
62.1002,200
62.3002,199
62.3002,200
62.5002,199
62.5002,200
62.7002,199
62.7002,200
62.9002,199
62.9002,200
63.1002,199
63.1002,200
63.3002,199
63.3002,200
63.5002,199
63.5002,200
63.7002,199
63.7002,200
63.9002,199
63.9002,200
64.1002,199
64.1002,200
64.3002,199
64.3002,200
64.5002,199
64.5002,200
64.7002,199
64.7002,200
64.9002,199
64.9002,200
65.1002,199
65.1002,200
65.3002,199
65.3002,200
65.5002,199
65.5002,200
65.7002,199
65.7002,200
65.9002,199
65.9002,200
66.1002,199
66.1002,200
66.3002,199
66.3002,200
66.5002,199
66.5002,200
66.7002,199
66.7002,200
66.9002,199
66.9002,200
67.1002,199
67.1002,200
67.3002,199
67.3002,200
67.5002,199
67.5002,200
67.7002,199
67.7002,200
67.9002,199
67.9002,200
68.1002,199
68.1002,200
68.3002,199
68.3002,200
68.5002,199
68.5002,200
68.7002,199
68.7002,200
68.9002,199
68.9002,200
69.1002,199
69.1002,200
69.3002,199
69.3002,200
69.5002,199
69.5002,200
69.7002,199
69.7002,200
69.9002,199
69.9002,200
70.1002,199
70.1002,200
70.3002,199
70.3002,200
70.5002,199
70.5002,200
70.7002,199
70.7002,200
70.9002,199
70.9002,200
71.1002,199
71.1002,200
71.3002,199
71.3002,200
71.5002,199
71.5002,200
71.7002,199
71.7002,200
71.9002,199
71.9002,200
72.1002,199
72.1002,200
72.3002,199
72.3002,200
72.5002,199
72.5002,200
72.7002,199
72.7002,200
72.9002,199
72.9002,200
73.1002,199
73.1002,200
73.3002,199
73.3002,200
73.5002,199
73.5002,200
73.7002,199
73.7002,200
73.9002,199
73.9002,200
74.1002,199
74.1002,200
74.3002,199
74.3002,200
74.5002,199
74.5002,200
74.7002,199
74.7002,200
74.9002,199
74.9002,200
75.1002,199
75.1002,200
75.3002,199
75.3002,200
75.5002,199
75.5002,200
75.7002,199
75.7002,200
75.9002,199
75.9002,200
76.1002,199
76.1002,200
76.3002,199
76.3002,200
76.5002,199
76.5002,200
76.7002,199
76.7002,200
76.9002,199
76.9002,200
77.1002,199
77.1002,200
77.3002,199
77.3002,200
77.5002,199
77.5002,200
77.7002,199
77.7002,200
77.9002,199
77.9002,200
78.1002,199
78.1002,200
78.3002,199
78.3002,200
78.5002,199
78.5002,200
78.7002,199
78.7002,200
78.9002,199
78.9002,200
79.1002,199
79.1002,200
79.3002,199
79.3002,200
79.5002,199
79.5002,200
79.7002,199
79.7002,200
79.9002,199
79.9002,200
80.1002,199
80.1002,200
80.3002,199
80.3002,200
80.5002,199
80.5002,200
80.7002,199
80.7002,200
80.9002,199
80.9002,200
81.1002,199
81.1002,200
81.3002,199
81.3002,200
81.5002,199
81.5002,200
81.7002,199
81.7002,200
81.9002,199
81.9002,200
82.1002,199
82.1002,200
82.3002,199
82.3002,200
82.5002,199
82.5002,200
82.7002,199
82.7002,200
82.9002,199
82.9002,200
83.1002,199
83.1002,200
83.3002,199
83.3002,200
83.5002,199
83.5002,200
83.7002,199
83.7002,200
83.9002,199
83.9002,200
84.1002,199
84.1002,200
84.3002,199
84.3002,200
84.5002,199
84.5002,200
84.7002,199
84.7002,200
84.9002,199
84.9002,200
85.1002,199
85.1002,200
85.3002,199
85.3002,200
85.5002,199
85.5002,200
85.7002,199
85.7002,200
85.9002,199
85.9002,200
86.1002,199
86.1002,200
86.3002,199
86.3002,200
86.5002,199
86.5002,200
86.7002,199
86.7002,200
86.9002,199
86.9002,200
87.1002,199
87.1002,200
87.3002,199
87.3002,200
87.5002,199
87.5002,200
87.7002,199
87.7002,200
87.9002,199
87.9002,200
88.1002,199
88.1002,200
88.3002,199
88.3002,200
88.5002,199
88.5002,200
88.7002,199
88.7002,200
88.9002,199
88.9002,200
89.1002,199
89.1002,200
89.3002,199
89.3002,200
89.5002,199
89.5002,200
89.7002,199
89.7002,200
89.9002,199
89.9002,200
90.1002,199
90.1002,200
90.3002,199
90.3002,200
90.5002,199
90.5002,200
90.7002,199
90.7002,200
90.9002,199
90.9002,200
91.1002,199
91.1002,200
91.3002,199
91.3002,200
91.5002,199
91.5002,200
91.7002,199
91.7002,200
91.9002,199
91.9002,200
92.1002,199
92.1002,200
92.3002,199
92.3002,200
92.5002,199
92.5002,200
92.7002,199
92.7002,200
92.9002,199
92.9002,200
93.1002,199
93.1002,200
93.3002,199
93.3002,200
93.5002,199
93.5002,200
93.7002,199
93.7002,200
93.9002,199
93.9002,200
94.1002,199
94.1002,200
94.3002,199
94.3002,200
94.5002,199
94.5002,200
94.7002,199
94.7002,200
94.9002,199
94.9002,200
95.1002,199
95.1002,200
95.3002,199
95.3002,200
95.5002,199
95.5002,200
95.7002,199
95.7002,200
95.9002,199
95.9002,200
96.1002,199
96.1002,200
96.3002,199
96.3002,200
96.5002,199
96.5002,200
96.7002,199
96.7002,200
96.9002,199
96.9002,200
97.1002,199
97.1002,200
97.3002,199
97.3002,200
97.5002,199
97.5002,200
97.7002,199
97.7002,200
97.9002,199
97.9002,200
98.1002,199
98.1002,200
98.3002,199
98.3002,200
98.5002,199
98.5002,200
98.7002,199
98.7002,200
98.9002,199
98.9002,200
99.1002,199
99.1002,200
99.3002,199
99.3002,200
99.5002,199
99.5002,200
99.7002,199
99.7002,200
99.9002,199
99.9002,200
100.1002,199
100.1002,200
100.3002,199
100.3002,200
100.5002,199
100.5002,200
100.7002,199
100.7002,200
100.9002,199
100.9002,200
101.1002,199
101.1002,200
101.3002,199
101.3002,200
101.5002,199
101.5002,200
101.7002,199
101.7002,200
101.9002,199
101.9002,200
102.1002,199
102.1002,200
102.3002,199
102.3002,200
102.5002,199
102.5002,200
102.7002,199
102.7002,200
102.9002,199
102.9002,200
103.1002,199
103.1002,200
103.3002,199
103.3002,200
103.5002,199
103.5002,200
103.7002,199
103.7002,200
103.9002,199
103.9002,200
104.1002,199
104.1002,200
104.3002,199
104.3002,200
104.5002,199
104.5002,200
104.7002,199
104.7002,200
104.9002,199
104.9002,200
105.1002,199
105.1002,200
105.3002,199
105.3002,200
105.5002,199
105.5002,200
105.7002,199
105.7002,200
105.9002,199
105.9002,200
106.1002,199
106.1002,200
106.3002,199
106.3002,200
106.5002,199
106.5002,200
106.7002,199
106.7002,200
106.9002,199
106.9002,200
107.1002,199
107.1002,200
107.3002,199
107.3002,200
107.5002,199
107.5002,200
107.7002,199
107.7002,200
107.9002,199
107.9002,200
108.1002,199
108.1002,200
108.3002,199
108.3002,200
108.5002,199
108.5002,200
108.7002,199
108.7002,200
108.9002,199
108.9002,200
109.1002,199
109.1002,200
109.3002,199
109.3002,200
109.5002,199
109.5002,200
109.7002,199
109.7002,200
109.9002,199
109.9002,200
110.1002,199
110.1002,200
110.3002,199
110.3002,200
110.5002,199
110.5002,200
110.7002,199
110.7002,200
110.9002,199
110.9002,200
111.1002,199
111.1002,200
111.3002,199
111.3002,200
111.5002,199
111.5002,200
111.7002,199
111.7002,200
111.9002,199
111.9002,200
112.1002,199
112.1002,200
112.3002,199
112.3002,200
112.5002,199
112.5002,200
112.7002,199
112.7002,200
112.9002,199
112.9002,200
113.1002,199
113.1002,200
113.3002,199
113.3002,200
113.5002,199
113.5002,200
113.7002,199
113.7002,200
113.9002,199
113.9002,200
114.1002,199
114.1002,200
114.3002,199
114.3002,200
114.5002,199
114.5002,200
114.7002,199
114.7002,200
114.9002,199
114.9002,200
115.1002,199
115.1002,200
115.3002,199
115.3002,200
115.5002,199
115.5002,200
115.7002,199
115.7002,200
115.9002,199
115.9002,200
116.1002,199
116.1002,200
116.3002,199
116.3002,200
116.5002,199
116.5002,200
116.7002,199
116.7002,200
116.9002,199
116.9002,200
117.1002,199
117.1002,200
117.3002,199
117.3002,200
117.5002,199
117.5002,200
117.7002,199
117.7002,200
117.9002,199
117.9002,200
118.1002,199
118.1002,200
118.3002,199
118.3002,200
118.5002,199
118.5002,200
118.7002,199
118.7002,200
118.9002,199
118.9002,200
119.1002,199
119.1002,200
119.3002,199
119.3002,200
119.5002,199
119.5002,200
119.7002,199
119.7002,200
119.9002,199
119.9002,200
120.1002,199
120.1002,200
120.3002,199
120.3002,200
120.5002,199
120.5002,200
120.7002,199
120.7002,200
120.9002,199
120.9002,200
121.1002,199
121.1002,200
121.3002,199
121.3002,200
121.5002,199
121.5002,200
121.7002,199
121.7002,200
121.9002,199
121.9002,200
122.1002,199
122.1002,200
122.3002,199
122.3002,200
122.5002,199
122.5002,200
122.7002,199
122.7002,200
122.9002,199
122.9002,200
123.1002,199
123.1002,200
123.3002,199
123.3002,200
123.5002,199
123.5002,200
123.7002,199
123.7002,200
123.9002,199
123.9002,200
124.1002,199
124.1002,200
124.3002,199
124.3002,200
124.5002,199
124.5002,200
124.7002,199
124.7002,200
124.9002,199
124.9002,200
125.1002,199
125.1002,200
125.3002,199
125.3002,200
125.5002,199
125.5002,200
125.7002,199
125.7002,200
125.9002,199
125.9002,200
126.1002,199
126.1002,200
126.3002,199
126.3002,200
126.5002,199
126.5002,200
126.7002,199
126.7002,200
126.9002,199
126.9002,200
127.1002,199
127.1002,200
127.3002,199
127.3002,200
127.5002,199
127.5002,200
127.7002,199
127.7002,200
127.9002,199
127.9002,200
128.1002,199
128.1002,200
128.3002,199
128.3002,200
128.5002,199
128.5002,200
128.7002,199
128.7002,200
128.9002,199
128.9002,200
129.1002,199
129.1002,200
129.3002,199
129.3002,200
129.5002,199
129.5002,200
129.7002,199
129.7002,200
129.9002,199
129.9002,200
130.1002,199
130.1002,200
130.3002,199
130.3002,200
130.5002,199
130.5002,200
130.7002,199
130.7002,200
130.9002,199
130.9002,200
131.1002,199
131.1002,200
131.3002,199
131.3002,200
131.5002,199
131.5002,200
131.7002,199
131.7002,200
131.9002,199
131.9002,200
132.1002,199
132.1002,200
132.3002,199
132.3002,200
132.5002,199
132.5002,200
132.7002,199
132.7002,200
132.9002,199
132.9002,200
133.1002,199
133.1002,200
133.3002,199
133.3002,200
133.5002,199
133.5002,200
133.7002,199
133.7002,200
133.9002,199
133.9002,200
134.1002,199
134.1002,200
134.3002,199
134.3002,200
134.5002,199
134.5002,200
134.7002,199
134.7002,200
134.9002,199
134.9002,200
135.1002,199
135.1002,200
135.3002,199
135.3002,200
135.5002,199
135.5002,200
135.7002,199
135.7002,200
135.9002,199
135.9002,200
136.1002,199
136.1002,200
136.3002,199
136.3002,200
136.5002,199
136.5002,200
136.7002,199
136.7002,200
136.9002,199
136.9002,200
137.1002,199
137.1002,200
137.3002,199
137.3002,200
137.5002,199
137.5002,200
137.7002,199
137.7002,200
137.9002,199
137.9002,200
138.1002,199
138.1002,200
138.3002,199
138.3002,200
138.5002,199
138.5002,200
138.7002,199
138.7002,200
138.9002,199
138.9002,200
139.1002,199
139.1002,200
139.3002,199
139.3002,200
139.5002,199
139.5002,200
139.7002,199
139.7002,200
139.9002,199
139.9002,200
140.1002,199
140.1002,200
140.3002,199
140.3002,200
140.5002,199
140.5002,200
140.7002,199
140.7002,200
140.9002,199
140.9002,200
141.1002,199
141.1002,200
141.3002,199
141.3002,200
141.5002,199
141.5002,200
141.7002,199
141.7002,200
141.9002,199
141.9002,200
142.1002,199
142.1002,200
142.3002,199
142.3002,200
142.5002,199
142.5002,200
142.7002,199
142.7002,200
142.9002,199
142.9002,200
143.1002,199
143.1002,200
143.3002,199
143.3002,200
143.5002,199
143.5002,200
143.7002,199
143.7002,200
143.9002,199
143.9002,200
144.1002,199
144.1002,200
144.3002,199
144.3002,200
144.5002,199
144.5002,200
144.7002,199
144.7002,200
144.9002,199
144.9002,200
145.1002,199
145.1002,200
145.3002,199
145.3002,200
145.5002,199
145.5002,200
145.7002,199
145.7002,200
145.9002,199
145.9002,200
146.1002,199
146.1002,200
146.3002,199
146.3002,200
146.5002,199
146.5002,200
146.7002,199
146.7002,200
146.9002,199
146.9002,200
147.1002,199
147.1002,200
147.3002,199
147.3002,200
147.5002,199
147.5002,200
147.7002,199
147.7002,200
147.9002,199
147.9002,200
148.1002,199
148.1002,200
148.3002,199
148.3002,200
148.5002,199
148.5002,200
148.7002,199
148.7002,200
148.9002,199
148.9002,200
149.1002,199
149.1002,200
149.3002,199
149.3002,200
149.5002,199
149.5002,200
149.7002,199
149.7002,200
149.9002,199
149.9002,200
150.1002,199
150.1002,200
150.3002,199
150.3002,200
150.5002,199
150.5002,200
150.7002,199
150.7002,200
150.9002,199
150.9002,200
151.1002,199
151.1002,200
151.3002,199
151.3002,200
151.5002,199
151.5002,200
151.7002,199
151.7002,200
151.9002,199
151.9002,200
152.1002,199
152.1002,200
152.3002,199
152.3002,200
152.5002,199
152.5002,200
152.7002,199
152.7002,200
152.9002,199
152.9002,200
153.1002,199
153.1002,200
153.3002,199
153.3002,200
153.5002,199
153.5002,200
153.7002,199
153.7002,200
153.9002,199
153.9002,200
154.1002,199
154.1002,200
154.3002,199
154.3002,200
154.5002,199
154.5002,200
154.7002,199
154.7002,200
154.9002,199
154.9002,200
155.1002,199
155.1002,200
155.3002,199
155.3002,200
155.5002,199
155.5002,200
155.7002,199
155.7002,200
155.9002,199
155.9002,200
156.1002,199
156.1002,200
156.3002,199
156.3002,200
156.5002,199
156.5002,200
156.7002,199
156.7002,200
156.9002,199
156.9002,200
157.1002,199
157.1002,200
157.3002,199
157.3002,200
157.5002,199
157.5002,200
157.7002,199
157.7002,200
157.9002,199
157.9002,200
158.1002,199
158.1002,200
158.3002,199
158.3002,200
158.5002,199
158.5002,200
158.7002,199
158.7002,200
158.9002,199
158.9002,200
159.1002,199
159.1002,200
159.3002,199
159.3002,200
159.5002,199
159.5002,200
159.7002,199
159.7002,200
159.9002,199
159.9002,200
160.1002,199
160.1002,200
160.3002,199
160.3002,200
160.5002,199
160.5002,200
160.7002,199
160.7002,200
160.9002,199
160.9002,200
161.1002,199
161.1002,200
161.3002,199
161.3002,200
161.5002,199
161.5002,200
161.7002,199
161.7002,200
161.9002,199
161.9002,200
162.1002,199
162.1002,200
162.3002,199
162.3002,200
162.5002,199
162.5002,200
162.7002,199
162.7002,200
162.9002,199
162.9002,200
163.1002,199
163.1002,200
163.3002,199
163.3002,200
163.5002,199
163.5002,200
163.7002,199
163.7002,200
163.9002,199
163.9002,200
164.1002,199
164.1002,200
164.3002,199
164.3002,200
164.5002,199
164.5002,200
164.7002,199
164.7002,200
164.9002,199
164.9002,200
165.1002,199
165.1002,200
165.3002,199
165.3002,200
165.5002,199
165.5002,200
165.7002,199
165.7002,200
165.9002,199
165.9002,200
166.1002,199
166.1002,200
166.3002,199
166.3002,200
166.5002,199
166.5002,200
166.7002,199
166.7002,200
166.9002,199
166.9002,200
167.1002,199
167.1002,200
167.3002,199
167.3002,200
167.5002,199
167.5002,200
167.7002,199
167.7002,200
167.9002,199
167.9002,200
168.1002,199
168.1002,200
168.3002,199
168.3002,200
168.5002,199
168.5002,200
168.7002,199
168.7002,200
168.9002,199
168.9002,200
169.1002,199
169.1002,200
169.3002,199
169.3002,200
169.5002,199
169.5002,200
169.7002,199
169.7002,200
169.9002,199
169.9002,200
170.1002,199
170.1002,200
170.3002,199
170.3002,200
170.5002,199
170.5002,200
170.7002,199
170.7002,200
170.9002,199
170.9002,200
171.1002,199
171.1002,200
171.3002,199
171.3002,200
171.5002,199
171.5002,200
171.7002,199
171.7002,200
171.9002,199
171.9002,200
172.1002,199
172.1002,200
172.3002,199
172.3002,200
172.5002,199
172.5002,200
172.7002,199
172.7002,200
172.9002,199
172.9002,200
173.1002,199
173.1002,200
173.3002,199
173.3002,200
173.5002,199
173.5002,200
173.7002,199
173.7002,200
173.9002,199
173.9002,200
174.1002,199
174.1002,200
174.3002,199
174.3002,200
174.5002,199
174.5002,200
174.7002,199
174.7002,200
174.9002,199
174.9002,200
175.1002,199
175.1002,200
175.3002,199
175.3002,200
175.5002,199
175.5002,200
175.7002,199
175.7002,200
175.9002,199
175.9002,200
176.1002,199
176.1002,200
176.3002,199
176.3002,200
176.5002,199
176.5002,200
176.7002,199
176.7002,200
176.9002,199
176.9002,200
177.1002,199
177.1002,200
177.3002,199
177.3002,200
177.5002,199
177.5002,200
177.7002,199
177.7002,200
177.9002,199
177.9002,200
178.1002,199
178.1002,200
178.3002,199
178.3002,200
178.5002,199
178.5002,200
178.7002,199
178.7002,200
178.9002,199
178.9002,200
