BufferSizeQueue Network.nodeRx.traRx (#0 - General-0-20240516-22:40:29-5203),
0.379787450457,1
0.579787450457,1
0.779787450457,1
0.979787450457,1
1.179787450457,1
1.379787450457,1
1.579787450457,1
1.779787450457,1
1.979787450457,1
2.179787450457,1
2.379787450457,1
2.579787450457,1
2.779787450457,1
2.979787450457,1
3.179787450457,1
3.379787450457,1
3.579787450457,1
3.779787450457,1
3.979787450457,1
4.179787450457,1
4.379787450457,1
4.579787450457,1
4.779787450457,1
4.979787450457,1
5.179787450457,1
5.379787450457,1
5.579787450457,1
5.779787450457,1
5.979787450457,1
6.179787450457,1
6.379787450457,1
6.579787450457,1
6.779787450457,1
6.979787450457,1
7.179787450457,1
7.379787450457,1
7.579787450457,1
7.779787450457,1
7.979787450457,1
8.179787450457,1
8.379787450457,1
8.579787450457,1
8.779787450457,1
8.979787450457,1
9.179787450457,1
9.379787450457,1
9.579787450457,1
9.779787450457,1
9.979787450457,1
10.179787450457,1
10.379787450457,1
10.579787450457,1
10.779787450457,1
10.979787450457,1
11.179787450457,1
11.379787450457,1
11.579787450457,1
11.779787450457,1
11.979787450457,1
12.179787450457,1
12.379787450457,1
12.579787450457,1
12.779787450457,1
12.979787450457,1
13.179787450457,1
13.379787450457,1
13.579787450457,1
13.779787450457,1
13.979787450457,1
14.179787450457,1
14.379787450457,1
14.579787450457,1
14.779787450457,1
14.979787450457,1
15.179787450457,1
15.379787450457,1
15.579787450457,1
15.779787450457,1
15.979787450457,1
16.179787450457,1
16.379787450457,1
16.579787450457,1
16.779787450457,1
16.979787450457,1
17.179787450457,1
17.379787450457,1
17.579787450457,1
17.779787450457,1
17.979787450457,1
18.179787450457,1
18.380107450457,1
18.580107450457,1
18.780107450457,1
18.980107450457,1
19.180107450457,1
19.380107450457,1
19.580107450457,1
19.780107450457,1
19.980107450457,1
20.180107450457,1
20.380107450457,1
20.580107450457,1
20.780107450457,1
20.980107450457,1
21.180107450457,1
21.380107450457,1
21.580107450457,1
21.780107450457,1
21.980107450457,1
22.180107450457,1
22.380107450457,1
22.580107450457,1
22.780107450457,1
22.980107450457,1
23.180107450457,1
23.380107450457,1
23.580107450457,1
23.780107450457,1
23.980107450457,1
24.180107450457,1
24.380107450457,1
24.580107450457,1
24.780107450457,1
24.980107450457,1
25.180107450457,1
25.380107450457,1
25.580107450457,1
25.780107450457,1
25.980107450457,1
26.180107450457,1
26.380107450457,1
26.580107450457,1
26.780107450457,1
26.980107450457,1
27.180107450457,1
27.380107450457,1
27.580107450457,1
27.780107450457,1
27.980107450457,1
28.180107450457,1
28.380107450457,1
28.580107450457,1
28.780107450457,1
28.980107450457,1
29.180107450457,1
29.380107450457,1
29.580107450457,1
29.780107450457,1
29.980107450457,1
30.180107450457,1
30.380107450457,1
30.580107450457,1
30.780107450457,1
30.980107450457,1
31.180107450457,1
31.380107450457,1
31.580107450457,1
31.780107450457,1
31.980107450457,1
32.180107450457,1
32.380107450457,1
32.580107450457,1
32.780107450457,1
32.980107450457,1
33.180107450457,1
33.380107450457,1
33.580107450457,1
33.780107450457,1
33.980107450457,1
34.180107450457,1
34.380107450457,1
34.580107450457,1
34.780107450457,1
34.980107450457,1
35.180107450457,1
35.380107450457,1
35.580107450457,1
35.780107450457,1
35.980107450457,1
36.180107450457,1
36.380107450457,1
36.580107450457,1
36.780107450457,1
36.980107450457,1
37.180107450457,1
37.380107450457,1
37.580107450457,1
37.780107450457,1
37.980107450457,1
38.180107450457,1
38.380107450457,1
38.580107450457,1
38.780107450457,1
38.980107450457,1
39.180107450457,1
39.380107450457,1
39.580107450457,1
39.780107450457,1
39.980107450457,1
40.180107450457,1
40.380107450457,1
40.580107450457,1
40.780107450457,1
40.980107450457,1
41.180107450457,1
41.380107450457,1
41.580107450457,1
41.780107450457,1
41.980107450457,1
42.180107450457,1
42.380107450457,1
42.580107450457,1
42.780107450457,1
42.980107450457,1
43.180107450457,1
43.380107450457,1
43.580107450457,1
43.780107450457,1
43.980107450457,1
44.180107450457,1
44.380107450457,1
44.580107450457,1
44.780107450457,1
44.980107450457,1
45.180107450457,1
45.380107450457,1
45.580107450457,1
45.780107450457,1
45.980107450457,1
46.180107450457,1
46.380107450457,1
46.580107450457,1
46.780107450457,1
46.980107450457,1
47.180107450457,1
47.380107450457,1
47.580107450457,1
47.780107450457,1
47.980107450457,1
48.180107450457,1
48.380107450457,1
48.580107450457,1
48.780107450457,1
48.980107450457,1
49.180107450457,1
49.380107450457,1
49.580107450457,1
49.780107450457,1
49.980107450457,1
50.180107450457,1
50.380107450457,1
50.580107450457,1
50.780107450457,1
50.980107450457,1
51.180107450457,1
51.380107450457,1
51.580107450457,1
51.780107450457,1
51.980107450457,1
52.180107450457,1
52.380107450457,1
52.580107450457,1
52.780107450457,1
52.980107450457,1
53.180107450457,1
53.380107450457,1
53.580107450457,1
53.780107450457,1
53.980107450457,1
54.180107450457,1
54.380107450457,1
54.580107450457,1
54.780107450457,1
