Size-Vector Network.queue (#0 - General-0-20240515-14:04:56-118278),
14.479807835223,63
14.579687450457,62
14.579807835223,63
14.679807835223,64
14.779687450457,63
14.779807835223,64
14.879807835223,65
14.979687450457,64
14.979807835223,65
15.079807835223,66
15.179687450457,65
15.179807835223,66
15.279807835223,67
15.379687450457,66
15.379807835223,67
15.479807835223,68
15.579687450457,67
15.579807835223,68
15.679807835223,69
15.779687450457,68
15.779807835223,69
15.879807835223,70
15.979687450457,69
15.979807835223,70
16.079807835223,71
16.179687450457,70
16.179807835223,71
16.279807835223,72
16.379687450457,71
16.379807835223,72
16.479807835223,73
16.579687450457,72
16.579807835223,73
16.679807835223,74
16.779687450457,73
16.779807835223,74
16.879807835223,75
16.979687450457,74
16.979807835223,75
17.079807835223,76
17.179687450457,75
17.179807835223,76
17.279807835223,77
17.379687450457,76
17.379807835223,77
17.479807835223,78
17.579687450457,77
17.579807835223,78
17.679807835223,79
17.779687450457,78
17.779807835223,79
17.879807835223,80
17.979687450457,79
17.979807835223,80
18.079807835223,81
18.179687450457,80
18.179807835223,81
18.279807835223,82
18.379687450457,81
18.379807835223,82
18.479807835223,83
18.579687450457,82
18.579807835223,83
18.679807835223,84
18.779687450457,83
18.779807835223,84
18.879807835223,85
18.979687450457,84
18.979807835223,85
19.079807835223,86
19.179687450457,85
19.179807835223,86
19.279807835223,87
19.379687450457,86
19.379807835223,87
19.479807835223,88
19.579687450457,87
19.579807835223,88
19.679807835223,89
19.779687450457,88
19.779807835223,89
19.879807835223,90
19.979687450457,89
19.979807835223,90
20.079807835223,91
20.179687450457,90
20.179807835223,91
20.279807835223,92
20.379687450457,91
20.379807835223,92
20.479807835223,93
20.579687450457,92
20.579807835223,93
20.679807835223,94
20.779687450457,93
20.779807835223,94
20.879807835223,95
20.979687450457,94
20.979807835223,95
21.079807835223,96
21.179687450457,95
21.179807835223,96
21.279807835223,97
21.379687450457,96
21.379807835223,97
21.479807835223,98
21.579687450457,97
21.579807835223,98
21.679807835223,99
21.779687450457,98
21.779807835223,99
21.879807835223,100
21.979687450457,99
21.979807835223,100
22.079807835223,101
22.179687450457,100
22.179807835223,101
22.279807835223,102
22.379687450457,101
22.379807835223,102
22.479807835223,103
22.579687450457,102
22.579807835223,103
22.679807835223,104
22.779687450457,103
22.779807835223,104
22.879807835223,105
22.979687450457,104
22.979807835223,105
23.079807835223,106
23.179687450457,105
23.179807835223,106
23.279807835223,107
23.379687450457,106
23.379807835223,107
23.479807835223,108
23.579687450457,107
23.579807835223,108
23.679807835223,109
23.779687450457,108
23.779807835223,109
23.879807835223,110
23.979687450457,109
23.979807835223,110
24.079807835223,111
24.179687450457,110
24.179807835223,111
24.279807835223,112
24.379687450457,111
24.379807835223,112
24.479807835223,113
24.579687450457,112
24.579807835223,113
24.679807835223,114
24.779687450457,113
24.779807835223,114
24.879807835223,115
24.979687450457,114
24.979807835223,115
25.079807835223,116
25.179687450457,115
25.179807835223,116
25.279807835223,117
25.379687450457,116
25.379807835223,117
25.579687450457,116
25.581170808601,117
25.681170808601,118
25.779687450457,117
25.781170808601,118
25.881170808601,119
25.979687450457,118
25.981170808601,119
26.081170808601,120
26.179687450457,119
26.181170808601,120
26.281170808601,121
26.379687450457,120
26.381170808601,121
26.481170808601,122
26.579687450457,121
26.581170808601,122
26.681170808601,123
26.779687450457,122
26.781170808601,123
26.881170808601,124
26.979687450457,123
26.981170808601,124
27.081170808601,125
27.179687450457,124
27.181170808601,125
27.281170808601,126
27.379687450457,125
27.381170808601,126
27.481170808601,127
27.579687450457,126
27.581170808601,127
27.681170808601,128
27.779687450457,127
27.781170808601,128
27.881170808601,129
27.979687450457,128
27.981170808601,129
28.081170808601,130
28.179687450457,129
28.181170808601,130
28.281170808601,131
28.379687450457,130
28.381170808601,131
28.481170808601,132
28.579687450457,131
28.581170808601,132
28.681170808601,133
28.779687450457,132
28.781170808601,133
28.881170808601,134
28.979687450457,133
28.981170808601,134
29.081170808601,135
29.179687450457,134
29.181170808601,135
29.281170808601,136
29.379687450457,135
29.381170808601,136
29.481170808601,137
29.579687450457,136
29.581170808601,137
29.681170808601,138
29.779687450457,137
29.781170808601,138
29.881170808601,139
29.979687450457,138
29.981170808601,139
30.081170808601,140
30.179687450457,139
30.181170808601,140
30.281170808601,141
30.379687450457,140
30.381170808601,141
30.481170808601,142
30.579687450457,141
30.581170808601,142
30.681170808601,143
30.779687450457,142
30.781170808601,143
30.881170808601,144
30.979687450457,143
30.981170808601,144
31.081170808601,145
31.179687450457,144
31.181170808601,145
31.281170808601,146
31.379687450457,145
31.422516925743,146
31.522516925743,147
31.579687450457,146
31.622516925743,147
31.722516925743,148
31.779687450457,147
31.822516925743,148
31.922516925743,149
31.979687450457,148
32.022516925743,149
32.122516925743,150
32.179687450457,149
32.222516925743,150
32.322516925743,151
32.379687450457,150
32.422516925743,151
32.522516925743,152
32.579687450457,151
32.622516925743,152
32.722516925743,153
32.779687450457,152
32.822516925743,153
32.922516925743,154
32.979687450457,153
33.022516925743,154
33.122516925743,155
33.179687450457,154
33.222516925743,155
33.322516925743,156
33.379687450457,155
33.422516925743,156
33.522516925743,157
33.579687450457,156
33.622516925743,157
33.722516925743,158
33.779687450457,157
33.822516925743,158
33.922516925743,159
33.979687450457,158
34.022516925743,159
34.122516925743,160
34.179687450457,159
34.222516925743,160
34.322516925743,161
34.379687450457,160
34.422516925743,161
34.522516925743,162
34.579687450457,161
34.622516925743,162
34.722516925743,163
34.779687450457,162
34.830187006073,163
34.968816141275,164
34.979687450457,163
35.068816141275,164
35.168816141275,165
35.179687450457,164
35.268816141275,165
35.368816141275,166
35.379687450457,165
35.468816141275,166
35.568816141275,167
35.579687450457,166
35.668816141275,167
35.768816141275,168
35.779687450457,167
35.868816141275,168
35.968816141275,169
35.979687450457,168
36.068816141275,169
36.168816141275,170
36.179687450457,169
36.268816141275,170
36.368816141275,171
36.379687450457,170
36.468816141275,171
36.568816141275,172
36.579687450457,171
36.668816141275,172
36.768816141275,173
36.779687450457,172
36.868816141275,173
36.968816141275,174
36.979687450457,173
37.068816141275,174
37.168816141275,175
37.179687450457,174
37.268816141275,175
37.368816141275,176
37.379687450457,175
37.468816141275,176
37.568816141275,177
37.579687450457,176
37.668816141275,177
37.768816141275,178
37.779687450457,177
37.868816141275,178
37.968816141275,179
37.979687450457,178
38.068816141275,179
38.168816141275,180
38.179687450457,179
38.268816141275,180
38.368816141275,181
38.379687450457,180
38.468816141275,181
38.568816141275,182
38.579687450457,181
38.668816141275,182
38.768816141275,183
38.779687450457,182
38.868816141275,183
38.979687450457,182
39.179687450457,181
39.181753423165,182
39.281753423165,183
39.379687450457,182
39.381753423165,183
39.481753423165,184
39.579687450457,183
39.581753423165,184
39.681753423165,185
39.779687450457,184
39.781753423165,185
39.881753423165,186
39.979687450457,185
39.981753423165,186
40.081753423165,187
40.179687450457,186
40.181753423165,187
40.281753423165,188
40.379687450457,187
40.381753423165,188
40.481753423165,189
40.579687450457,188
40.581753423165,189
40.681753423165,190
40.779687450457,189
40.781753423165,190
40.881753423165,191
40.979687450457,190
40.981753423165,191
41.081753423165,192
41.179687450457,191
41.181753423165,192
41.281753423165,193
41.379687450457,192
41.381753423165,193
41.481753423165,194
41.579687450457,193
41.581753423165,194
41.681753423165,195
41.779687450457,194
41.781753423165,195
41.881753423165,196
41.979687450457,195
41.981753423165,196
42.081753423165,197
42.179687450457,196
42.181753423165,197
42.281753423165,198
42.379687450457,197
42.381753423165,198
42.481753423165,199
42.579687450457,198
42.581753423165,199
42.681753423165,200
42.779687450457,199
42.781753423165,200
42.979687450457,199
42.981753423165,200
43.179687450457,199
43.181753423165,200
43.379687450457,199
43.381753423165,200
43.579687450457,199
43.581753423165,200
43.779687450457,199
43.781753423165,200
43.979687450457,199
43.981753423165,200
44.179687450457,199
44.181753423165,200
44.379687450457,199
44.381753423165,200
44.579687450457,199
44.581753423165,200
44.779687450457,199
44.781753423165,200
44.979687450457,199
44.981753423165,200
45.179687450457,199
45.181753423165,200
45.379687450457,199
45.381753423165,200
45.579687450457,199
45.581753423165,200
45.779687450457,199
45.781753423165,200
45.979687450457,199
45.981753423165,200
46.179687450457,199
46.181753423165,200
46.379687450457,199
46.381753423165,200
46.579687450457,199
46.581753423165,200
46.779687450457,199
46.781753423165,200
46.979687450457,199
46.981753423165,200
47.179687450457,199
47.224122061063,200
47.379687450457,199
47.493711538692,200
47.579687450457,199
47.593711538692,200
47.779687450457,199
47.793711538692,200
47.979687450457,199
48.000351525779,200
48.179687450457,199
48.200351525779,200
48.379687450457,199
48.400351525779,200
48.579687450457,199
48.600351525779,200
48.779687450457,199
48.800351525779,200
48.979687450457,199
49.000351525779,200
49.179687450457,199
49.200351525779,200
49.379687450457,199
49.400351525779,200
49.579687450457,199
49.600351525779,200
49.779687450457,199
49.800351525779,200
49.979687450457,199
50.000351525779,200
50.179687450457,199
50.200351525779,200
50.379687450457,199
50.400351525779,200
50.579687450457,199
50.600351525779,200
50.779687450457,199
50.800351525779,200
50.979687450457,199
51.000351525779,200
51.179687450457,199
51.200351525779,200
51.379687450457,199
51.400351525779,200
51.579687450457,199
51.600351525779,200
51.779687450457,199
51.800351525779,200
51.979687450457,199
52.000351525779,200
52.179687450457,199
52.200351525779,200
52.379687450457,199
52.400351525779,200
52.579687450457,199
52.600351525779,200
52.779687450457,199
52.800351525779,200
52.979687450457,199
53.000351525779,200
53.179687450457,199
53.200351525779,200
53.379687450457,199
53.400351525779,200
53.579687450457,199
53.600351525779,200
53.779687450457,199
53.800351525779,200
53.979687450457,199
54.000351525779,200
54.179687450457,199
54.200351525779,200
54.379687450457,199
54.400351525779,200
54.579687450457,199
54.600351525779,200
54.779687450457,199
54.800351525779,200
54.979687450457,199
55.000351525779,200
55.179687450457,199
55.200351525779,200
55.379687450457,199
55.400351525779,200
55.579687450457,199
55.600351525779,200
55.779687450457,199
55.800351525779,200
55.979687450457,199
56.000351525779,200
56.179687450457,199
56.200351525779,200
56.379687450457,199
56.400351525779,200
56.579687450457,199
56.600351525779,200
56.779687450457,199
56.800351525779,200
56.979687450457,199
57.000351525779,200
57.179687450457,199
57.200351525779,200
57.379687450457,199
57.400351525779,200
57.579687450457,199
57.600351525779,200
57.779687450457,199
57.800351525779,200
57.979687450457,199
58.000351525779,200
58.179687450457,199
58.200351525779,200
58.379687450457,199
58.400351525779,200
58.579687450457,199
58.608510483143,200
58.779687450457,199
58.979687450457,198
59.076945751062,199
59.179687450457,198
59.379687450457,197
59.497131693687,198
59.579687450457,197
59.597131693687,198
59.702278997619,199
59.779687450457,198
59.802278997619,199
59.902278997619,200
59.979687450457,199
60.002278997619,200
60.179687450457,199
60.202278997619,200
60.379687450457,199
60.402278997619,200
60.579687450457,199
60.602278997619,200
60.779687450457,199
60.802278997619,200
60.979687450457,199
61.002278997619,200
61.179687450457,199
61.202278997619,200
61.379687450457,199
61.402278997619,200
61.579687450457,199
61.602278997619,200
61.779687450457,199
61.802278997619,200
61.979687450457,199
62.002278997619,200
62.179687450457,199
62.323686714201,200
62.379687450457,199
62.423686714201,200
62.579687450457,199
62.625425847562,200
62.779687450457,199
62.825425847562,200
62.979687450457,199
63.025425847562,200
63.179687450457,199
63.225425847562,200
63.379687450457,199
63.425425847562,200
63.579687450457,199
63.625425847562,200
63.779687450457,199
63.825425847562,200
63.979687450457,199
64.025425847562,200
64.179687450457,199
64.225425847562,200
64.379687450457,199
64.425425847562,200
64.579687450457,199
64.625425847562,200
64.779687450457,199
64.825425847562,200
64.979687450457,199
65.025425847562,200
65.179687450457,199
65.225425847562,200
65.379687450457,199
65.425425847562,200
65.579687450457,199
65.625425847562,200
65.779687450457,199
65.825425847562,200
65.979687450457,199
66.025425847562,200
66.179687450457,199
66.225425847562,200
66.379687450457,199
66.425425847562,200
66.579687450457,199
66.625425847562,200
66.779687450457,199
66.825425847562,200
66.979687450457,199
67.025425847562,200
67.179687450457,199
67.225425847562,200
67.379687450457,199
67.425425847562,200
67.579687450457,199
67.625425847562,200
67.779687450457,199
67.825425847562,200
67.979687450457,199
68.025425847562,200
68.179687450457,199
68.225425847562,200
68.379687450457,199
68.425425847562,200
68.579687450457,199
68.625425847562,200
68.779687450457,199
68.825425847562,200
68.979687450457,199
69.025425847562,200
69.179687450457,199
69.225425847562,200
69.379687450457,199
69.425425847562,200
69.579687450457,199
69.625425847562,200
69.779687450457,199
69.825425847562,200
69.979687450457,199
70.025425847562,200
70.179687450457,199
70.225425847562,200
70.379687450457,199
70.425425847562,200
70.579687450457,199
70.625425847562,200
70.779687450457,199
70.825425847562,200
70.979687450457,199
71.025425847562,200
71.179687450457,199
71.225425847562,200
71.379687450457,199
71.425425847562,200
71.579687450457,199
71.625425847562,200
71.779687450457,199
71.825425847562,200
71.979687450457,199
72.025425847562,200
72.179687450457,199
72.225425847562,200
72.379687450457,199
72.425425847562,200
72.579687450457,199
72.625425847562,200
72.779687450457,199
72.825425847562,200
72.979687450457,199
73.025425847562,200
73.179687450457,199
73.225425847562,200
73.379687450457,199
73.425425847562,200
73.579687450457,199
73.625425847562,200
73.779687450457,199
73.825425847562,200
73.979687450457,199
74.025425847562,200
74.179687450457,199
74.225425847562,200
74.379687450457,199
74.425425847562,200
74.579687450457,199
74.625425847562,200
74.779687450457,199
74.825425847562,200
74.979687450457,199
75.025425847562,200
75.179687450457,199
75.225425847562,200
75.379687450457,199
75.425425847562,200
75.579687450457,199
75.625425847562,200
75.779687450457,199
75.825425847562,200
75.979687450457,199
76.025425847562,200
76.179687450457,199
76.225425847562,200
76.379687450457,199
76.425425847562,200
76.579687450457,199
76.625425847562,200
76.779687450457,199
76.825425847562,200
76.979687450457,199
77.025425847562,200
77.179687450457,199
77.225425847562,200
77.379687450457,199
77.425425847562,200
77.579687450457,199
77.625425847562,200
77.779687450457,199
77.825425847562,200
77.979687450457,199
78.025425847562,200
78.179687450457,199
78.225425847562,200
78.379687450457,199
78.425425847562,200
78.579687450457,199
78.625425847562,200
78.779687450457,199
78.825425847562,200
78.979687450457,199
79.025425847562,200
79.179687450457,199
79.225425847562,200
79.379687450457,199
79.425425847562,200
79.579687450457,199
79.625425847562,200
79.779687450457,199
79.825425847562,200
79.979687450457,199
80.025425847562,200
80.179687450457,199
80.225425847562,200
80.379687450457,199
80.425425847562,200
80.579687450457,199
80.625425847562,200
80.779687450457,199
80.825425847562,200
80.979687450457,199
81.025425847562,200
81.179687450457,199
81.225425847562,200
81.379687450457,199
81.425425847562,200
81.579687450457,199
81.625425847562,200
81.779687450457,199
81.825425847562,200
81.979687450457,199
82.025425847562,200
82.179687450457,199
82.225425847562,200
82.379687450457,199
82.425425847562,200
82.579687450457,199
82.625425847562,200
82.779687450457,199
82.825425847562,200
82.979687450457,199
83.025425847562,200
83.179687450457,199
83.225425847562,200
83.379687450457,199
83.425425847562,200
83.579687450457,199
83.625425847562,200
83.779687450457,199
83.825425847562,200
83.979687450457,199
84.025425847562,200
84.179687450457,199
84.225425847562,200
84.379687450457,199
84.425425847562,200
84.579687450457,199
84.625425847562,200
84.779687450457,199
84.825425847562,200
84.979687450457,199
85.025425847562,200
85.179687450457,199
85.225425847562,200
85.379687450457,199
85.425425847562,200
85.579687450457,199
85.625425847562,200
85.779687450457,199
85.825425847562,200
85.979687450457,199
86.025425847562,200
86.179687450457,199
86.225425847562,200
86.379687450457,199
86.425425847562,200
86.579687450457,199
86.625425847562,200
86.779687450457,199
86.825425847562,200
86.979687450457,199
87.025425847562,200
87.179687450457,199
87.225425847562,200
87.379687450457,199
87.425425847562,200
87.579687450457,199
87.625425847562,200
87.779687450457,199
87.825425847562,200
87.979687450457,199
88.025425847562,200
88.179687450457,199
88.225425847562,200
88.379687450457,199
88.425425847562,200
88.579687450457,199
88.625425847562,200
88.779687450457,199
88.825425847562,200
88.979687450457,199
89.025425847562,200
89.179687450457,199
89.225425847562,200
89.379687450457,199
89.425425847562,200
89.579687450457,199
89.625425847562,200
89.779687450457,199
89.825425847562,200
89.979687450457,199
90.025425847562,200
90.179687450457,199
90.225425847562,200
90.379687450457,199
90.425425847562,200
90.579687450457,199
90.625425847562,200
90.779687450457,199
90.825425847562,200
90.979687450457,199
91.025425847562,200
91.179687450457,199
91.225425847562,200
91.379687450457,199
91.425425847562,200
91.579687450457,199
91.625425847562,200
91.779687450457,199
91.825425847562,200
91.979687450457,199
92.025425847562,200
92.179687450457,199
92.225425847562,200
92.379687450457,199
92.425425847562,200
92.579687450457,199
92.625425847562,200
92.779687450457,199
92.825425847562,200
92.979687450457,199
93.025425847562,200
93.179687450457,199
93.225425847562,200
93.379687450457,199
93.425425847562,200
93.579687450457,199
93.625425847562,200
93.779687450457,199
93.825425847562,200
93.979687450457,199
94.025425847562,200
94.179687450457,199
94.225425847562,200
94.379687450457,199
94.425425847562,200
94.579687450457,199
94.625425847562,200
94.779687450457,199
94.825425847562,200
94.979687450457,199
95.025425847562,200
95.179687450457,199
95.225425847562,200
95.379687450457,199
95.425425847562,200
95.579687450457,199
95.625425847562,200
95.779687450457,199
95.825425847562,200
95.979687450457,199
96.025425847562,200
96.179687450457,199
96.225425847562,200
96.379687450457,199
96.425425847562,200
96.579687450457,199
96.625425847562,200
96.779687450457,199
96.825425847562,200
96.979687450457,199
97.025425847562,200
97.179687450457,199
97.225425847562,200
97.379687450457,199
97.425425847562,200
97.579687450457,199
97.625425847562,200
97.779687450457,199
97.825425847562,200
97.979687450457,199
98.025425847562,200
98.179687450457,199
98.225425847562,200
98.379687450457,199
98.425425847562,200
98.579687450457,199
98.625425847562,200
98.779687450457,199
98.825425847562,200
98.979687450457,199
99.025425847562,200
99.179687450457,199
99.225425847562,200
99.379687450457,199
99.425425847562,200
99.579687450457,199
99.625425847562,200
99.779687450457,199
99.825425847562,200
99.979687450457,199
100.025425847562,200
100.179687450457,199
100.225425847562,200
100.379687450457,199
100.425425847562,200
100.579687450457,199
100.625425847562,200
100.779687450457,199
100.825425847562,200
100.979687450457,199
101.025425847562,200
101.179687450457,199
101.225425847562,200
101.379687450457,199
101.425425847562,200
101.579687450457,199
101.625425847562,200
101.779687450457,199
101.825425847562,200
101.979687450457,199
102.025425847562,200
102.179687450457,199
102.225425847562,200
102.379687450457,199
102.425425847562,200
102.579687450457,199
102.625425847562,200
102.779687450457,199
102.825425847562,200
102.979687450457,199
103.025425847562,200
103.179687450457,199
103.225425847562,200
103.379687450457,199
103.425425847562,200
103.579687450457,199
103.625425847562,200
103.779687450457,199
103.825425847562,200
103.979687450457,199
104.025425847562,200
104.179687450457,199
104.225425847562,200
104.379687450457,199
104.425425847562,200
104.579687450457,199
104.625425847562,200
104.779687450457,199
104.825425847562,200
104.979687450457,199
105.025425847562,200
105.179687450457,199
105.225425847562,200
105.379687450457,199
105.425425847562,200
105.579687450457,199
105.625425847562,200
105.779687450457,199
105.825425847562,200
105.979687450457,199
106.025425847562,200
106.179687450457,199
106.225425847562,200
106.379687450457,199
106.425425847562,200
106.579687450457,199
106.625425847562,200
106.779687450457,199
106.825425847562,200
106.979687450457,199
107.025425847562,200
107.179687450457,199
107.225425847562,200
107.379687450457,199
107.425425847562,200
107.579687450457,199
107.625425847562,200
107.779687450457,199
107.825425847562,200
107.979687450457,199
108.025425847562,200
108.179687450457,199
108.225425847562,200
108.379687450457,199
108.425425847562,200
108.579687450457,199
108.625425847562,200
108.779687450457,199
108.825425847562,200
108.979687450457,199
109.025425847562,200
109.179687450457,199
109.225425847562,200
109.379687450457,199
109.425425847562,200
109.579687450457,199
109.625425847562,200
109.779687450457,199
109.825425847562,200
109.979687450457,199
110.025425847562,200
110.179687450457,199
110.225425847562,200
110.379687450457,199
110.425425847562,200
110.579687450457,199
110.625425847562,200
110.779687450457,199
110.825425847562,200
110.979687450457,199
111.025425847562,200
111.179687450457,199
111.225425847562,200
111.379687450457,199
111.425425847562,200
111.579687450457,199
111.625425847562,200
111.779687450457,199
111.825425847562,200
111.979687450457,199
112.025425847562,200
112.179687450457,199
112.225425847562,200
112.379687450457,199
112.425425847562,200
112.579687450457,199
112.625425847562,200
112.779687450457,199
112.825425847562,200
112.979687450457,199
113.025425847562,200
113.179687450457,199
113.225425847562,200
113.379687450457,199
113.425425847562,200
113.579687450457,199
113.625425847562,200
113.779687450457,199
113.825425847562,200
113.979687450457,199
114.025425847562,200
114.179687450457,199
114.225425847562,200
114.379687450457,199
114.425425847562,200
114.579687450457,199
114.625425847562,200
114.779687450457,199
114.825425847562,200
114.979687450457,199
115.025425847562,200
115.179687450457,199
115.225425847562,200
115.379687450457,199
115.425425847562,200
115.579687450457,199
115.625425847562,200
115.779687450457,199
115.825425847562,200
115.979687450457,199
116.025425847562,200
116.179687450457,199
116.225425847562,200
116.379687450457,199
116.425425847562,200
116.579687450457,199
116.625425847562,200
116.779687450457,199
116.825425847562,200
116.979687450457,199
117.025425847562,200
117.179687450457,199
117.225425847562,200
117.379687450457,199
117.425425847562,200
117.579687450457,199
117.625425847562,200
117.779687450457,199
117.825425847562,200
117.979687450457,199
118.025425847562,200
118.179687450457,199
118.225425847562,200
118.379687450457,199
118.425425847562,200
118.579687450457,199
118.625425847562,200
118.779687450457,199
118.825425847562,200
118.979687450457,199
119.025425847562,200
119.179687450457,199
119.225425847562,200
119.379687450457,199
119.425425847562,200
119.579687450457,199
119.625425847562,200
119.779687450457,199
119.825425847562,200
119.979687450457,199
120.025425847562,200
120.179687450457,199
120.225425847562,200
120.379687450457,199
120.425425847562,200
120.579687450457,199
120.625425847562,200
120.779687450457,199
120.825425847562,200
120.979687450457,199
121.025425847562,200
121.179687450457,199
121.225425847562,200
121.379687450457,199
121.425425847562,200
121.579687450457,199
121.625425847562,200
121.779687450457,199
121.825425847562,200
121.979687450457,199
122.025425847562,200
122.179687450457,199
122.225425847562,200
122.379687450457,199
122.425425847562,200
122.579687450457,199
122.625425847562,200
122.779687450457,199
122.825425847562,200
122.979687450457,199
123.025425847562,200
123.179687450457,199
123.225425847562,200
123.379687450457,199
123.425425847562,200
123.579687450457,199
123.625425847562,200
123.779687450457,199
123.825425847562,200
123.979687450457,199
124.025425847562,200
124.179687450457,199
124.225425847562,200
124.379687450457,199
124.425425847562,200
124.579687450457,199
124.625425847562,200
124.779687450457,199
124.825425847562,200
124.979687450457,199
125.025425847562,200
125.179687450457,199
125.225425847562,200
125.379687450457,199
125.425425847562,200
125.579687450457,199
125.625425847562,200
125.779687450457,199
125.825425847562,200
125.979687450457,199
126.025425847562,200
126.179687450457,199
126.225425847562,200
126.379687450457,199
126.425425847562,200
126.579687450457,199
126.625425847562,200
126.779687450457,199
126.825425847562,200
126.979687450457,199
127.025425847562,200
127.179687450457,199
127.317216006624,200
127.379687450457,199
127.417216006624,200
127.579687450457,199
127.620782151681,200
127.779687450457,199
127.935281906951,200
127.979687450457,199
128.079912664167,200
128.179687450457,199
128.179912664167,200
128.379687450457,199
128.379912664167,200
128.579687450457,199
128.579912664167,200
128.779687450457,199
128.779912664167,200
128.979687450457,199
128.979912664167,200
129.179687450457,199
129.179912664167,200
129.379687450457,199
129.379912664167,200
129.579687450457,199
129.579912664167,200
129.779687450457,199
129.779912664167,200
129.979687450457,199
129.979912664167,200
130.179687450457,199
130.179912664167,200
130.379687450457,199
130.379912664167,200
130.579687450457,199
130.579912664167,200
130.779687450457,199
130.779912664167,200
130.979687450457,199
130.979912664167,200
131.179687450457,199
131.179912664167,200
131.379687450457,199
131.540573336463,200
131.579687450457,199
131.640573336463,200
131.779687450457,199
131.843459767573,200
131.979687450457,199
132.043459767573,200
132.179687450457,199
132.243459767573,200
132.379687450457,199
132.443459767573,200
132.579687450457,199
132.64640130489,200
132.779687450457,199
132.84640130489,200
132.979687450457,199
133.04640130489,200
133.179687450457,199
133.24640130489,200
133.379687450457,199
133.44640130489,200
133.579687450457,199
133.64640130489,200
133.779687450457,199
133.84640130489,200
133.979687450457,199
134.04640130489,200
134.179687450457,199
134.24640130489,200
134.379687450457,199
134.44640130489,200
134.579687450457,199
134.64640130489,200
134.779687450457,199
134.84640130489,200
