Size-Vector Network.nodeRx.queue (#0 - General-0-20240515-14:07:37-118532),
0.499168626141,1
0.499168626141,0
0.723808723262,1
0.723808723262,0
1.037791412774,1
1.037791412774,0
1.502692465793,1
1.502692465793,0
1.733498248661,1
1.733498248661,0
2.221384582632,1
2.221384582632,0
2.421384582632,1
2.421384582632,0
2.887925881178,1
2.887925881178,0
3.087925881178,1
3.087925881178,0
3.287925881178,1
3.287925881178,0
3.52947943461,1
3.52947943461,0
3.72947943461,1
3.72947943461,0
3.92947943461,1
3.92947943461,0
4.12947943461,1
4.12947943461,0
4.438812165054,1
4.438812165054,0
4.638812165054,1
4.638812165054,0
5.282136402309,1
5.282136402309,0
5.482136402309,1
5.482136402309,0
5.682136402309,1
5.682136402309,0
5.882136402309,1
5.882136402309,0
6.082136402309,1
6.082136402309,0
6.455264380306,1
6.455264380306,0
6.655264380306,1
6.655264380306,0
6.855264380306,1
6.855264380306,0
7.055264380306,1
7.055264380306,0
7.255264380306,1
7.255264380306,0
7.79104328738,1
7.79104328738,0
8.243135603449,1
8.243135603449,0
8.443135603449,1
8.443135603449,0
8.643135603449,1
8.643135603449,0
8.843135603449,1
8.843135603449,0
9.043135603449,1
9.043135603449,0
9.243135603449,1
9.243135603449,0
9.443135603449,1
9.443135603449,0
9.643135603449,1
9.643135603449,0
10.002727654427,1
10.002727654427,0
10.379173719086,1
10.379173719086,0
10.579173719086,1
10.579173719086,0
10.927059996987,1
10.927059996987,0
11.437283050965,1
11.437283050965,0
12.39858851825,1
12.39858851825,0
12.59858851825,1
12.59858851825,0
12.960325700685,1
12.960325700685,0
13.363826219408,1
13.363826219408,0
13.563826219408,1
13.563826219408,0
13.763826219408,1
13.763826219408,0
14.08143368311,1
14.08143368311,0
14.365418418538,1
14.365418418538,0
14.565418418538,1
14.565418418538,0
14.765418418538,1
14.765418418538,0
14.971051915041,1
14.971051915041,0
15.189132213802,1
15.189132213802,0
15.389132213802,1
15.389132213802,0
15.589132213802,1
15.589132213802,0
16.144128418041,1
16.144128418041,0
16.499469588064,1
16.499469588064,0
16.699469588064,1
16.699469588064,0
16.899469588064,1
16.899469588064,0
17.099469588064,1
17.099469588064,0
