bufferSize Network.nodeTx.traTx (#0 - General-0-20240516-22:33:41-4607),
36.442259526524,13
36.522416925743,13
36.533055929256,12
36.533055929256,13
36.536291609721,13
36.536291609721,14
36.689374732348,14
36.689374732348,15
36.707370466503,15
36.707370466503,16
36.722416925743,16
36.776690443457,15
36.776690443457,16
36.873838659266,16
36.873838659266,17
36.879006949846,17
36.879006949846,18
36.922416925743,18
36.965099313514,17
36.965099313514,18
37.085196404168,18
37.085196404168,19
37.112363211202,19
37.112363211202,20
37.122416925743,20
37.322416925743,19
37.522416925743,18
37.600276500001,17
37.600276500001,18
37.722416925743,18
37.872411325592,17
37.872411325592,18
37.903508106089,18
37.903508106089,19
37.922416925743,19
37.998691076843,18
37.998691076843,19
38.112350726369,19
38.112350726369,20
38.122416925743,20
38.189058691826,19
38.189058691826,20
38.322416925743,20
38.388775888575,19
38.388775888575,20
38.477913746266,20
38.477913746266,21
38.522416925743,21
38.616881452644,20
38.616881452644,21
38.722416925743,21
38.74785998978,20
38.74785998978,21
38.922416925743,21
39.081653423165,20
39.081653423165,21
39.119042072755,21
39.119042072755,22
39.122416925743,22
39.199840078095,21
39.199840078095,22
39.250626590364,22
39.250626590364,23
39.274501877649,23
39.274501877649,24
39.298054334991,24
39.298054334991,25
39.322416925743,25
39.323214196302,24
39.323214196302,25
39.34381740115,25
39.34381740115,26
39.36850332803,26
39.36850332803,27
39.522416925743,27
39.65741088722,26
39.65741088722,27
39.722416925743,27
39.741708764761,26
39.741708764761,27
39.876243508084,27
39.876243508084,28
39.922416925743,28
39.936411406736,27
39.936411406736,28
40.0038358637,28
40.0038358637,29
40.122416925743,29
40.322416925743,28
40.355283731754,27
40.355283731754,28
40.381085008148,28
40.381085008148,29
40.495198798434,29
40.495198798434,30
40.522416925743,30
40.524549563626,29
40.524549563626,30
40.533464992626,30
40.533464992626,31
40.539443088918,31
40.539443088918,32
40.54525032513,32
40.54525032513,33
40.602240081661,33
40.602240081661,34
40.66915145403,34
40.66915145403,35
40.706518433469,35
40.706518433469,36
40.722416925743,36
40.919385442922,35
40.919385442922,36
40.922416925743,36
41.038571253287,35
41.038571253287,36
41.122416925743,36
41.322416925743,35
41.41324071467,34
41.41324071467,35
41.460682343703,35
41.460682343703,36
41.522416925743,36
41.55682630086,35
41.55682630086,36
41.576623074393,36
41.576623074393,37
41.654820646481,37
41.654820646481,38
41.657319481812,38
41.657319481812,39
41.722416925743,39
41.8501554955,38
41.8501554955,39
41.857117262607,39
41.857117262607,40
41.922416925743,40
41.993310435038,39
41.993310435038,40
42.107064285592,40
42.107064285592,41
42.122416925743,41
42.172187358784,40
42.172187358784,41
42.232645480618,41
42.232645480618,42
42.322416925743,42
42.345681035209,41
42.345681035209,42
42.422593015319,42
42.422593015319,43
42.51599904858,43
42.51599904858,44
42.522416925743,44
42.722416925743,43
42.742983050158,42
42.742983050158,43
42.868403377167,43
42.868403377167,44
42.922416925743,44
43.122416925743,43
43.322416925743,42
43.332368629804,41
43.332368629804,42
43.395761631743,42
43.395761631743,43
43.420210733947,43
43.420210733947,44
43.481094025321,44
43.481094025321,45
43.522416925743,45
43.589884468682,44
43.589884468682,45
43.722416925743,45
43.826776285766,44
43.826776285766,45
43.857336775947,45
43.857336775947,46
43.872096379236,46
43.872096379236,47
43.874183101097,47
43.874183101097,48
43.900218242252,48
43.900218242252,49
43.922416925743,49
44.042256587811,48
44.042256587811,49
44.122416925743,49
44.255612916558,48
44.255612916558,49
44.294181685963,49
44.294181685963,50
44.322416925743,50
44.522416925743,49
44.528966062106,48
44.528966062106,49
44.577329900855,49
44.577329900855,50
44.681114908404,50
44.681114908404,51
44.722416925743,51
44.769865101252,50
44.769865101252,51
44.809122404071,51
44.809122404071,52
44.922416925743,52
44.986936737754,51
44.986936737754,52
45.060273505071,52
45.060273505071,53
45.122416925743,53
45.159423934361,52
45.159423934361,53
45.159429469551,53
45.159429469551,54
45.322416925743,54
45.365511593639,53
45.365511593639,54
45.402887923021,54
45.402887923021,55
45.434845388508,55
45.434845388508,56
45.490262471413,56
45.490262471413,57
45.522416925743,57
45.650234415597,56
45.650234415597,57
45.722416925743,57
45.866810783684,56
45.866810783684,57
45.887345560558,57
45.887345560558,58
45.922416925743,58
46.001251325625,57
46.001251325625,58
46.122416925743,58
46.306569792584,57
46.306569792584,58
46.322416925743,58
46.367474253855,57
46.367474253855,58
46.483785582198,58
46.483785582198,59
46.522416925743,59
46.549835890173,58
46.549835890173,59
46.57410773954,59
46.57410773954,60
46.722416925743,60
46.729574033321,59
46.729574033321,60
46.922416925743,60
47.024022061063,59
47.024022061063,60
47.050086074001,60
47.050086074001,61
47.122416925743,61
47.181336873298,60
47.181336873298,61
47.322416925743,61
47.393611538692,60
47.393611538692,61
47.422906684541,61
47.422906684541,62
47.460549619693,62
