BufferSizeQueue Network.nodeRx.traRx (#0 - General-0-20240516-22:33:41-4607),
0.279787450457,1
0.379787450457,1
0.49523656511,1
0.681196986317,1
0.781196986317,2
0.968673833052,2
1.068673833052,3
1.23529035247,3
1.33529035247,3
1.43529035247,4
1.53529035247,4
1.63529035247,5
1.73529035247,5
1.83529035247,6
1.93529035247,6
2.03529035247,7
2.192974560922,7
2.292974560922,7
2.392974560922,8
2.492974560922,8
2.592974560922,9
2.692974560922,9
2.792974560922,10
2.892974560922,10
2.992974560922,11
3.092974560922,11
3.19653731495,12
3.377374241377,12
3.477374241377,13
3.577374241377,13
3.677374241377,14
3.777374241377,14
3.877374241377,15
3.977374241377,15
4.077374241377,16
4.177374241377,16
4.277374241377,17
4.377374241377,17
4.477374241377,18
4.655033220384,18
5.039555407298,17
5.139555407298,17
5.264250280272,18
5.425650487761,18
5.525650487761,18
5.625650487761,19
5.725650487761,19
5.826287367413,20
5.926287367413,20
6.026287367413,21
6.126287367413,21
6.226287367413,22
6.326287367413,22
6.426287367413,23
6.537771367214,23
6.679907835223,23
6.779907835223,24
6.879907835223,24
6.979907835223,25
7.079907835223,25
7.179907835223,26
7.279907835223,26
7.379907835223,27
7.479907835223,27
7.579907835223,28
7.679907835223,28
7.779907835223,29
7.879907835223,29
7.979907835223,30
8.079907835223,30
8.179907835223,31
8.279907835223,31
8.379907835223,32
8.479907835223,32
8.579907835223,33
8.679907835223,33
8.779907835223,34
8.879907835223,34
8.979907835223,35
9.079907835223,35
9.179907835223,36
9.279907835223,36
9.379907835223,37
9.479907835223,37
9.579907835223,38
9.679907835223,38
9.779907835223,39
9.879907835223,39
9.979907835223,40
10.079907835223,40
10.179907835223,41
10.279907835223,41
10.379907835223,42
10.479907835223,42
10.579907835223,43
10.679907835223,43
10.779907835223,44
10.879907835223,44
10.979907835223,45
11.079907835223,45
11.179907835223,46
11.279907835223,46
11.379907835223,47
11.479907835223,47
11.579907835223,48
11.679907835223,48
11.779907835223,49
11.879907835223,49
11.979907835223,50
12.079907835223,50
12.179907835223,51
12.279907835223,51
12.379907835223,52
12.479907835223,52
12.579907835223,53
12.679907835223,53
12.779907835223,54
12.879907835223,54
12.979907835223,55
13.079907835223,55
13.179907835223,56
13.279907835223,56
13.379907835223,57
13.479907835223,57
13.579907835223,58
13.679907835223,58
13.779907835223,59
13.879907835223,59
13.979907835223,60
14.079907835223,60
14.179907835223,61
14.279907835223,61
14.379907835223,62
14.479907835223,62
14.579907835223,63
14.679907835223,63
14.779907835223,64
14.879907835223,64
14.979907835223,65
15.079907835223,65
15.179907835223,66
15.279907835223,66
15.379907835223,67
15.479907835223,67
15.579907835223,68
15.679907835223,68
15.779907835223,69
15.879907835223,69
15.979907835223,70
16.079907835223,70
16.179907835223,71
16.279907835223,71
16.379907835223,72
16.479907835223,72
16.579907835223,73
16.679907835223,73
16.779907835223,74
16.879907835223,74
16.979907835223,75
17.079907835223,75
17.179907835223,76
17.279907835223,76
17.379907835223,77
17.479907835223,77
17.579907835223,78
17.679907835223,78
17.779907835223,79
17.879907835223,79
17.979907835223,80
18.079907835223,80
18.179907835223,81
18.279907835223,81
18.379907835223,82
18.479907835223,82
18.579907835223,83
18.679907835223,83
18.779907835223,84
18.879907835223,84
18.979907835223,85
19.079907835223,85
19.179907835223,86
19.279907835223,86
19.379907835223,87
19.479907835223,87
19.579907835223,88
19.679907835223,88
19.779907835223,89
19.879907835223,89
19.979907835223,90
20.079907835223,90
20.179907835223,91
20.279907835223,91
20.379907835223,92
20.479907835223,92
20.579907835223,93
20.679907835223,93
20.779907835223,94
20.879907835223,94
20.979907835223,95
21.079907835223,95
21.179907835223,96
21.279907835223,96
21.379907835223,97
21.479907835223,97
21.579907835223,98
21.679907835223,98
21.779907835223,99
21.879907835223,99
21.979907835223,100
22.079907835223,100
22.179907835223,101
22.279907835223,101
22.379907835223,102
22.479907835223,102
22.579907835223,103
22.679907835223,103
22.779907835223,104
22.879907835223,104
22.979907835223,105
23.079907835223,105
23.179907835223,106
23.279907835223,106
23.379907835223,107
23.479907835223,107
23.579907835223,108
23.679907835223,108
23.779907835223,109
23.879907835223,109
23.979907835223,110
24.079907835223,110
24.179907835223,111
24.279907835223,111
24.379907835223,112
24.479907835223,112
24.579907835223,113
24.679907835223,113
24.779907835223,114
24.879907835223,114
24.979907835223,115
25.079907835223,115
25.179907835223,116
25.279907835223,116
25.379907835223,117
25.479907835223,117
25.681270808601,117
25.781270808601,118
25.881270808601,118
25.981270808601,119
26.081270808601,119
26.181270808601,120
26.281270808601,120
26.381270808601,121
26.481270808601,121
26.581270808601,122
26.681270808601,122
26.781270808601,123
26.881270808601,123
26.981270808601,124
27.081270808601,124
27.181270808601,125
27.281270808601,125
27.381270808601,126
27.481270808601,126
27.581270808601,127
27.681270808601,127
27.781270808601,128
27.881270808601,128
27.981270808601,129
28.081270808601,129
28.181270808601,130
28.281270808601,130
28.381270808601,131
28.481270808601,131
28.581270808601,132
28.681270808601,132
28.781270808601,133
28.881270808601,133
28.981270808601,134
29.081270808601,134
29.181270808601,135
29.281270808601,135
29.381270808601,136
29.481270808601,136
29.581270808601,137
29.681270808601,137
29.781270808601,138
29.881270808601,138
29.981270808601,139
30.081270808601,139
30.181270808601,140
30.281270808601,140
30.381270808601,141
30.481270808601,141
30.581270808601,142
30.681270808601,142
30.781270808601,143
30.881270808601,143
30.981270808601,144
31.081270808601,144
31.181270808601,145
31.281270808601,145
31.381270808601,146
31.522616925743,146
31.622616925743,147
31.722616925743,147
31.822616925743,148
31.922616925743,148
32.022616925743,149
32.122616925743,149
32.222616925743,150
32.322616925743,150
32.422616925743,151
32.522616925743,151
32.622616925743,152
32.722616925743,152
32.822616925743,153
32.922616925743,153
33.022616925743,154
33.122616925743,154
33.222616925743,155
33.322616925743,155
33.422616925743,156
33.522616925743,156
33.622616925743,157
33.722616925743,157
33.822616925743,158
33.922616925743,158
34.022616925743,159
34.122616925743,159
34.222616925743,160
34.322616925743,160
34.422616925743,161
34.522616925743,161
34.622616925743,162
34.722616925743,162
34.922616925743,162
35.122616925743,162
35.322616925743,162
35.522616925743,162
35.722616925743,162
35.922616925743,162
36.122616925743,162
36.322616925743,162
36.522616925743,162
36.722616925743,162
36.922616925743,162
37.122616925743,162
37.322616925743,162
37.522616925743,162
37.722616925743,162
37.922616925743,162
38.122616925743,162
38.322616925743,162
38.522616925743,162
38.722616925743,162
38.922616925743,162
39.122616925743,162
39.322616925743,162
39.522616925743,162
39.722616925743,162
39.922616925743,162
40.122616925743,162
40.322616925743,162
40.522616925743,162
40.722616925743,162
40.922616925743,162
41.122616925743,162
41.322616925743,162
41.522616925743,162
41.722616925743,162
41.922616925743,162
42.122616925743,162
42.322616925743,162
42.522616925743,162
42.722616925743,162
42.922616925743,162
43.122616925743,162
43.322616925743,162
43.522616925743,162
43.722616925743,162
43.922616925743,162
44.122616925743,162
44.322616925743,162
44.522616925743,162
44.722616925743,162
44.922616925743,162
45.122616925743,162
45.322616925743,162
45.522616925743,162
45.722616925743,162
45.922616925743,162
46.122616925743,162
46.322616925743,162
46.522616925743,162
46.722616925743,162
46.922616925743,162
47.122616925743,162
47.322616925743,162
47.522616925743,162
47.722616925743,162
47.922616925743,162
48.122616925743,162
48.322616925743,162
48.522616925743,162
48.722616925743,162
48.922616925743,162
49.122616925743,162
49.322616925743,162
49.522616925743,162
49.722616925743,162
49.922616925743,162
50.122616925743,162
50.322616925743,162
50.522616925743,162
50.722616925743,162
50.922616925743,162
51.122616925743,162
51.322616925743,162
51.522616925743,162
51.722616925743,162
51.922616925743,162
52.122616925743,162
52.322616925743,162
52.522616925743,162
52.722616925743,162
52.922616925743,162
53.122616925743,162
53.322616925743,162
53.522616925743,162
53.722616925743,162
53.922616925743,162
54.122616925743,162
54.322616925743,162
54.522616925743,162
54.722616925743,162
54.922616925743,162
55.122616925743,162
55.322616925743,162
55.522616925743,162
55.722616925743,162
55.922616925743,162
56.122616925743,162
56.322616925743,162
56.522616925743,162
56.722616925743,162
56.922616925743,162
57.122616925743,162
57.322616925743,162
57.522616925743,162
57.722616925743,162
57.922616925743,162
58.122616925743,162
58.322616925743,162
58.522616925743,162
58.722616925743,162
58.922616925743,162
59.122616925743,162
59.322616925743,162
59.522616925743,162
59.722616925743,162
59.922616925743,162
60.122616925743,162
60.322616925743,162
60.522616925743,162
60.722616925743,162
60.922616925743,162
61.122616925743,162
61.322616925743,162
61.522616925743,162
61.722616925743,162
61.922616925743,162
62.122616925743,162
62.322616925743,162
62.522616925743,162
62.722616925743,162
62.922616925743,162
63.122616925743,162
63.322616925743,162
63.522616925743,162
63.722616925743,162
63.922616925743,162
64.122616925743,162
64.322616925743,162
64.522616925743,162
64.722616925743,162
64.922616925743,162
65.122616925743,162
65.322616925743,162
65.522616925743,162
65.722616925743,162
65.922616925743,162
66.122616925743,162
66.322616925743,162
66.522616925743,162
66.722616925743,162
66.922616925743,162
67.122616925743,162
67.322616925743,162
67.522616925743,162
67.722616925743,162
67.922616925743,162
68.122616925743,162
68.322616925743,162
68.522616925743,162
68.722616925743,162
68.922616925743,162
69.122616925743,162
69.322616925743,162
69.522616925743,162
69.722616925743,162
69.922616925743,162
70.122616925743,162
70.322616925743,162
70.522616925743,162
70.722616925743,162
70.922616925743,162
71.122616925743,162
71.322616925743,162
71.522616925743,162
71.722616925743,162
71.922616925743,162
72.122616925743,162
72.322616925743,162
72.522616925743,162
72.722616925743,162
72.922616925743,162
73.122616925743,162
73.322616925743,162
73.522616925743,162
73.722616925743,162
73.922616925743,162
74.122616925743,162
74.322616925743,162
74.522616925743,162
74.722616925743,162
74.922616925743,162
75.122616925743,162
75.322616925743,162
75.522616925743,162
75.722616925743,162
75.922616925743,162
76.122616925743,162
76.322616925743,162
76.522616925743,162
76.722616925743,162
76.922616925743,162
77.122616925743,162
77.322616925743,162
77.522616925743,162
77.722616925743,162
77.922616925743,162
78.122616925743,162
78.322616925743,162
78.522616925743,162
78.722616925743,162
78.922616925743,162
79.122616925743,162
79.322616925743,162
79.522616925743,162
79.722616925743,162
79.922616925743,162
80.122616925743,162
80.322616925743,162
80.522616925743,162
80.722616925743,162
80.922616925743,162
81.122616925743,162
81.322616925743,162
81.522616925743,162
81.722616925743,162
81.922616925743,162
82.122616925743,162
82.322616925743,162
82.522616925743,162
82.722616925743,162
82.922616925743,162
83.122616925743,162
83.322616925743,162
83.522616925743,162
83.722616925743,162
83.922616925743,162
84.122616925743,162
84.322616925743,162
84.522616925743,162
84.722616925743,162
84.922616925743,162
85.122616925743,162
85.322616925743,162
85.522616925743,162
85.722616925743,162
85.922616925743,162
86.122616925743,162
86.322616925743,162
86.522616925743,162
86.722616925743,162
86.922616925743,162
87.122616925743,162
87.322616925743,162
87.522616925743,162
87.722616925743,162
87.922616925743,162
88.122616925743,162
88.322616925743,162
88.522616925743,162
88.722616925743,162
88.922616925743,162
89.122616925743,162
89.322616925743,162
89.522616925743,162
89.722616925743,162
89.922616925743,162
90.122616925743,162
90.322616925743,162
90.522616925743,162
90.722616925743,162
90.922616925743,162
91.122616925743,162
91.322616925743,162
91.522616925743,162
91.722616925743,162
91.922616925743,162
92.122616925743,162
92.322616925743,162
92.522616925743,162
92.722616925743,162
92.922616925743,162
93.122616925743,162
93.322616925743,162
93.522616925743,162
93.722616925743,162
93.922616925743,162
94.122616925743,162
94.322616925743,162
94.522616925743,162
94.722616925743,162
94.922616925743,162
95.122616925743,162
95.322616925743,162
95.522616925743,162
95.722616925743,162
95.922616925743,162
96.122616925743,162
96.322616925743,162
96.522616925743,162
96.722616925743,162
96.922616925743,162
97.122616925743,162
97.322616925743,162
97.522616925743,162
97.722616925743,162
97.922616925743,162
98.122616925743,162
98.322616925743,162
98.522616925743,162
98.722616925743,162
98.922616925743,162
99.122616925743,162
99.322616925743,162
99.522616925743,162
99.722616925743,162
99.922616925743,162
100.122616925743,162
100.322616925743,162
100.522616925743,162
100.722616925743,162
100.922616925743,162
101.122616925743,162
101.322616925743,162
101.522616925743,162
101.722616925743,162
101.922616925743,162
102.122616925743,162
102.322616925743,162
102.522616925743,162
102.722616925743,162
102.922616925743,162
103.122616925743,162
103.322616925743,162
103.522616925743,162
103.722616925743,162
103.922616925743,162
104.122616925743,162
104.322616925743,162
104.522616925743,162
104.722616925743,162
104.922616925743,162
105.122616925743,162
105.322616925743,162
105.522616925743,162
105.722616925743,162
105.922616925743,162
106.122616925743,162
106.322616925743,162
106.522616925743,162
106.722616925743,162
106.922616925743,162
107.122616925743,162
107.322616925743,162
107.522616925743,162
107.722616925743,162
107.922616925743,162
108.122616925743,162
108.322616925743,162
108.522616925743,162
108.722616925743,162
108.922616925743,162
109.122616925743,162
109.322616925743,162
109.522616925743,162
109.722616925743,162
109.922616925743,162
110.122616925743,162
110.322616925743,162
110.522616925743,162
110.722616925743,162
110.922616925743,162
111.122616925743,162
111.322616925743,162
111.522616925743,162
111.722616925743,162
