Size-Vector Network.queue0 (#0 - General-0-20240516-22:35:08-4722),
130.858225954586,1
130.858225954586,0
131.039420095595,1
131.039420095595,0
131.139420095595,1
131.139420095595,0
131.239420095595,1
131.239420095595,0
131.339420095595,1
131.339420095595,0
131.439420095595,1
131.439420095595,0
131.95218651336,1
131.95218651336,0
132.05218651336,1
132.05218651336,0
132.231609708008,1
132.231609708008,0
132.679107109128,1
132.679107109128,0
133.063564287747,1
133.063564287747,0
134.102557061638,1
134.102557061638,0
134.202557061638,1
134.202557061638,0
134.489207150272,1
134.489207150272,0
134.709927286511,1
134.709927286511,0
134.809927286511,1
134.809927286511,0
134.909927286511,1
134.909927286511,0
135.009927286511,1
135.009927286511,0
135.12232439537,1
135.12232439537,0
135.339465828236,1
135.339465828236,0
136.287971774008,1
136.287971774008,0
136.675224693797,1
136.675224693797,0
137.198113836953,1
137.198113836953,0
137.43126680077,1
137.43126680077,0
137.534449267452,1
137.534449267452,0
137.634449267452,1
137.634449267452,0
138.410783467301,1
138.410783467301,0
138.562603289456,1
138.562603289456,0
138.662603289456,1
138.662603289456,0
139.156219761261,1
139.156219761261,0
139.901769930129,1
139.901769930129,0
140.071220430643,1
140.071220430643,0
140.780380478987,1
140.780380478987,0
141.09468972788,1
141.09468972788,0
141.496054418647,1
141.496054418647,0
141.662515040306,1
141.662515040306,0
141.911380951148,1
141.911380951148,0
142.219601066906,1
142.219601066906,0
142.738041432681,1
142.738041432681,0
142.910400067143,1
142.910400067143,0
143.010400067143,1
143.010400067143,0
143.462446303836,1
143.462446303836,0
143.93497172836,1
143.93497172836,0
144.03497172836,1
144.03497172836,0
144.229498764157,1
144.229498764157,0
144.60055938482,1
144.60055938482,0
144.70055938482,1
144.70055938482,0
145.518805028718,1
145.518805028718,0
145.625438981727,1
145.625438981727,0
146.121126207878,1
146.121126207878,0
146.221126207878,1
146.221126207878,0
146.540226963956,1
146.540226963956,0
147.542214377675,1
147.542214377675,0
148.592679234237,1
148.592679234237,0
148.755378569827,1
148.755378569827,0
149.105547494067,1
149.105547494067,0
149.277533363682,1
149.277533363682,0
149.377533363682,1
149.377533363682,0
149.533594216001,1
149.533594216001,0
149.633594216001,1
149.633594216001,0
149.733594216001,1
149.733594216001,0
149.859158327036,1
149.859158327036,0
149.959158327036,1
149.959158327036,0
150.059158327036,1
150.059158327036,0
150.467374848798,1
150.467374848798,0
150.567374848798,1
150.567374848798,0
150.667374848798,1
150.667374848798,0
150.767374848798,1
150.767374848798,0
150.91559730482,1
150.91559730482,0
151.01559730482,1
151.01559730482,0
151.11559730482,1
151.11559730482,0
151.998153525617,1
151.998153525617,0
152.098153525617,1
152.098153525617,0
152.198153525617,1
152.198153525617,0
152.649637907095,1
152.649637907095,0
152.860171982804,1
152.860171982804,0
153.76240723405,1
153.76240723405,0
153.867655558562,1
153.867655558562,0
154.677646300287,1
154.677646300287,0
155.066469890376,1
155.066469890376,0
155.65906678553,1
155.65906678553,0
155.791557180348,1
155.791557180348,0
156.163414618933,1
156.163414618933,0
156.274701953785,1
156.274701953785,0
156.375997674371,1
156.375997674371,0
156.503495382833,1
156.503495382833,0
156.603495382833,1
156.603495382833,0
156.703495382833,1
156.703495382833,0
156.803495382833,1
156.803495382833,0
157.118363686517,1
157.118363686517,0
157.218363686517,1
157.218363686517,0
157.836074253131,1
157.836074253131,0
157.936074253131,1
157.936074253131,0
158.036074253131,1
158.036074253131,0
158.136074253131,1
158.136074253131,0
158.74742302165,1
158.74742302165,0
159.070709986349,1
159.070709986349,0
159.170709986349,1
159.170709986349,0
159.270709986349,1
159.270709986349,0
159.370709986349,1
159.370709986349,0
159.635751907264,1
159.635751907264,0
159.735751907264,1
159.735751907264,0
159.835751907264,1
159.835751907264,0
160.302392123031,1
160.302392123031,0
160.402392123031,1
160.402392123031,0
160.502392123031,1
160.502392123031,0
160.602392123031,1
160.602392123031,0
160.702392123031,1
160.702392123031,0
160.980271053047,1
160.980271053047,0
161.396012498216,1
161.396012498216,0
161.496012498216,1
161.496012498216,0
161.607867139243,1
161.607867139243,0
161.744281567935,1
161.744281567935,0
162.092998840751,1
162.092998840751,0
162.296753423475,1
162.296753423475,0
162.739158379277,1
162.739158379277,0
163.231672770675,1
163.231672770675,0
163.350792416324,1
163.350792416324,0
163.675403825225,1
163.675403825225,0
163.775403825225,1
163.775403825225,0
163.875403825225,1
163.875403825225,0
163.975403825225,1
163.975403825225,0
164.075403825225,1
164.075403825225,0
164.175403825225,1
164.175403825225,0
164.275403825225,1
164.275403825225,0
164.375403825225,1
164.375403825225,0
164.475403825225,1
164.475403825225,0
164.575403825225,1
164.575403825225,0
164.675403825225,1
164.675403825225,0
164.775403825225,1
164.775403825225,0
164.927597226815,1
164.927597226815,0
165.113493024759,1
165.113493024759,0
165.400928371696,1
165.400928371696,0
165.546784314455,1
165.546784314455,0
165.844158377289,1
165.844158377289,0
166.3228689417,1
166.3228689417,0
166.4228689417,1
166.4228689417,0
166.54826239723,1
166.54826239723,0
166.667741894108,1
