BufferSizeQueue Network.nodeRx.traRx (#0 - General-0-20240516-22:35:08-4722),
128.551315858034,1
128.651315858034,2
128.751315858034,2
128.980221643548,2
129.181069584215,2
129.509976148789,1
129.729529918469,1
129.829529918469,2
130.558325954586,1
130.658325954586,1
130.758325954586,1
130.858325954586,2
130.958325954586,2
131.139520095595,3
131.239520095595,3
131.339520095595,4
131.439520095595,4
131.539520095595,5
132.05228651336,3
132.15228651336,4
132.331709708008,4
132.779207109128,2
133.163664287747,1
134.202657061638,1
134.302657061638,1
134.589307150272,1
134.810027286511,1
134.910027286511,1
135.010027286511,1
135.110027286511,2
135.22242439537,2
135.439565828236,2
136.388071774008,1
136.775324693797,1
137.298213836953,1
137.53136680077,1
137.634549267452,1
137.734549267452,1
138.510883467301,1
138.662703289456,1
138.762703289456,1
139.256319761261,1
140.001869930129,1
140.171320430643,1
140.880480478987,1
141.19478972788,1
141.596154418647,1
141.762615040306,1
142.011480951148,1
142.319701066906,1
142.838141432681,1
143.010500067143,1
143.110500067143,1
143.562546303836,1
144.03507172836,1
144.13507172836,1
144.329598764157,1
144.70065938482,1
144.80065938482,1
145.618905028718,1
145.725538981727,1
146.221226207878,1
146.321226207878,1
146.640326963956,1
147.642314377675,1
148.692779234237,1
148.855478569827,1
149.205647494067,1
149.377633363682,1
149.477633363682,1
149.633694216001,1
149.733694216001,2
149.833694216001,2
149.959258327036,3
150.059258327036,3
150.159258327036,4
150.567474848798,3
150.667474848798,3
150.767474848798,4
150.867474848798,4
151.01569730482,4
151.11569730482,5
151.21569730482,5
152.098253525617,2
152.198253525617,3
152.298253525617,3
152.749737907095,2
152.960271982804,2
153.86250723405,1
153.967755558562,1
154.777746300287,1
155.166569890376,1
155.75916678553,1
155.891657180348,1
156.263514618933,1
156.374801953785,1
156.476097674371,1
156.603595382833,2
156.703595382833,2
156.803595382833,3
156.903595382833,3
157.218463686517,3
157.318463686517,3
157.936174253131,1
158.036174253131,2
158.136174253131,2
158.236174253131,3
158.84752302165,1
159.170809986349,1
159.270809986349,1
159.370809986349,1
159.470809986349,2
159.735851907264,2
159.835851907264,2
159.935851907264,3
160.402492123031,1
160.502492123031,2
160.602492123031,2
160.702492123031,3
160.802492123031,3
161.080371053047,3
161.496112498216,2
161.596112498216,2
161.707967139243,3
161.844381567935,3
162.193098840751,2
162.396853423475,2
162.839258379277,1
163.331772770675,1
163.450892416324,1
163.775503825225,1
163.875503825225,1
163.975503825225,1
164.075503825225,2
164.175503825225,2
164.275503825225,3
164.375503825225,3
164.475503825225,4
164.575503825225,4
164.675503825225,5
164.775503825225,5
164.875503825225,6
165.027697226815,6
165.213593024759,6
165.501028371696,6
165.646884314455,6
165.944258377289,6
166.4229689417,4
166.5229689417,5
166.64836239723,5
166.767841894108,6
167.206270555364,4
167.306270555364,5
167.43423645625,5
167.822672831758,4
167.922672831758,5
168.022672831758,5
168.12962084464,6
168.428124187289,5
168.528124187289,6
168.863033238185,5
169.332812846738,4
169.708416045166,3
169.994338700313,2
170.094338700313,3
170.194338700313,3
170.294338700313,4
170.394338700313,4
170.494338700313,5
170.594338700313,5
170.694338700313,6
171.113707805868,5
171.229555312753,5
171.329555312753,6
171.429555312753,6
171.697851008627,6
171.851830829573,6
172.499942981769,4
172.599942981769,4
172.825325865228,4
173.227430327499,3
173.396168070912,3
173.496168070912,4
173.596168070912,4
173.757557151304,5
174.293332076411,3
174.393332076411,3
174.552502868513,4
174.767919741462,4
174.901770829235,4
175.702973036638,1
175.802973036638,1
176.010108321639,1
176.17133544443,2
176.27133544443,2
176.563048256603,2
176.703754557057,2
176.906979147353,2
177.085325218053,2
177.185325218053,2
177.320937343614,3
177.420937343614,3
177.64570758477,3
177.907779861009,3
178.007779861009,3
178.182783173507,3
178.282783173507,4
178.382783173507,4
178.482783173507,5
178.582783173507,5
179.263419334281,3
179.363419334281,4
179.463419334281,4
179.563419334281,5
179.979221996869,3
180.195456524226,3
180.391665779124,3
180.491665779124,4
180.591665779124,4
181.171989966077,3
181.706345388681,1
181.806345388681,1
181.906345388681,2
182.284233689508,1
182.606224183277,1
183.130383251658,1
183.257683873375,1
183.357683873375,1
183.868181164232,1
184.007095892522,1
184.299911816259,1
184.460155202575,1
184.760833648532,1
184.977826144036,1
185.077826144036,1
185.392006674197,1
185.745452506582,1
185.845452506582,1
186.005005322465,1
186.333635846986,1
186.433635846986,1
186.766391780381,1
186.866391780381,1
186.966391780381,1
187.210483182234,1
187.310483182234,2
188.10219266133,1
188.20219266133,1
188.321652297898,1
188.496658706927,2
188.720159057597,1
189.488427863293,1
189.975922091255,1
190.179926732246,1
190.332691122567,1
190.432691122567,1
191.116814738917,1
191.359817461682,1
191.574176237335,1
192.071161101046,1
192.500928428993,1
192.600928428993,1
193.142608033183,1
194.363482780769,1
194.786041519459,1
194.886041519459,1
194.986041519459,1
195.086041519459,2
195.186041519459,2
195.375301807456,3
195.502356670969,3
196.247801585301,1
196.347801585301,1
196.954144122419,1
197.092070025567,1
197.240340424898,1
197.340340424898,2
197.640381877368,1
198.113064165976,1
198.451993794439,1
198.551993794439,1
198.651993794439,1
199.35057851487,1
199.45057851487,1
199.55057851487,1
199.65057851487,2
199.75057851487,2
199.873524380654,3
199.973524380654,3
